journey_id,trader_id,journey_number,archetype_classification,classification_confidence,signature_vector,cluster_id,outlier_score,trajectory_position
JRN-00296-001,TRAV-00296,1,JRN-WH,0.814,"[0.809,0.433,0.555,0.486,0.553,0.540,0.590,0.412,0.365,0.539]",5,0.073,0.05
JRN-00297-001,TRAV-00297,1,JRN-LF,0.693,"[0.150,0.189,0.039,0.059,0.697,0.155,0.268,1.000,0.143,0.161]",1,0.146,0.05
JRN-00030-003,TRAV-00030,3,JRN-UN,0.469,"[0.385,0.658,0.101,0.784,0.441,0.777,0.335,0.307,0.429,0.328]",18,0.6,0.15
JRN-00298-001,TRAV-00298,1,JRN-HA,0.755,"[0.549,1.000,0.577,0.794,0.906,0.753,0.447,0.465,0.240,0.630]",13,0.557,0.05
JRN-00299-001,TRAV-00299,1,JRN-LF,0.867,"[0.098,0.349,0.141,0.413,0.699,0.277,0.094,0.728,0.127,0.000]",2,0.266,0.05
JRN-00300-001,TRAV-00300,1,JRN-WH,0.846,"[0.384,0.689,0.624,0.637,0.506,0.737,0.168,0.348,0.466,0.240]",6,0.202,0.05
JRN-00301-001,TRAV-00301,1,JRN-WH,0.889,"[0.389,0.368,0.605,0.341,0.456,0.809,0.289,0.606,0.387,0.543]",5,0.186,0.05
JRN-00302-001,TRAV-00302,1,JRN-UN,0.351,"[0.501,0.515,0.216,0.562,0.625,0.477,0.326,0.287,0.160,0.378]",16,0.405,0.05
JRN-00303-001,TRAV-00303,1,JRN-LF,0.901,"[0.189,0.004,0.000,0.000,0.860,0.266,0.115,0.829,0.212,0.365]",2,0.053,0.05
JRN-00304-001,TRAV-00304,1,JRN-LF,0.893,"[0.085,0.000,0.080,0.252,0.807,0.109,0.235,0.708,0.151,0.179]",2,0.253,0.05
JRN-00305-001,TRAV-00305,1,JRN-LF,0.762,"[0.215,0.330,0.018,0.005,0.820,0.162,0.000,0.866,0.107,0.374]",2,0.308,0.05
JRN-00021-003,TRAV-00021,3,JRN-LF,0.753,"[0.000,0.237,0.000,0.000,0.795,0.323,0.000,0.729,0.373,0.122]",3,0,0.15
JRN-00306-001,TRAV-00306,1,JRN-UN,0.224,"[0.273,0.339,0.141,0.663,0.364,0.850,0.149,0.569,0.601,0.430]",15,0.671,0.05
JRN-00307-001,TRAV-00307,1,JRN-UN,0.373,"[0.543,0.493,0.297,0.780,0.723,0.463,0.430,0.519,0.508,0.688]",20,0.462,0.05
JRN-00308-001,TRAV-00308,1,JRN-LF,0.852,"[0.253,0.127,0.000,0.498,0.960,0.220,0.090,0.686,0.143,0.153]",2,0.257,0.05
JRN-00139-002,TRAV-00139,2,JRN-DO,0.694,"[0.359,0.000,0.085,0.176,0.324,0.616,0.636,0.844,0.765,0.530]",11,0.328,0.1
JRN-00309-001,TRAV-00309,1,JRN-DO,0.632,"[0.313,0.125,0.133,0.229,0.165,0.853,1.000,0.954,0.505,0.225]",10,0.201,0.05
JRN-00310-001,TRAV-00310,1,JRN-DO,0.644,"[0.109,0.001,0.095,0.000,0.177,0.728,1.000,0.731,0.894,0.419]",9,0.377,0.05
JRN-00026-002,TRAV-00026,2,JRN-HA,0.666,"[0.806,0.798,1.000,0.654,0.631,0.554,0.338,0.377,0.101,0.804]",14,0.267,0.1
JRN-00091-002,TRAV-00091,2,JRN-UN,0.292,"[0.314,0.456,0.481,0.779,0.510,0.770,0.304,0.392,0.175,0.675]",17,0.405,0.1
JRN-00219-003,TRAV-00219,3,JRN-WH,0.839,"[0.394,0.285,0.458,0.612,0.477,0.501,0.445,0.627,0.553,0.478]",7,0,0.15
JRN-00229-002,TRAV-00229,2,JRN-LF,0.851,"[0.000,0.434,0.299,0.081,0.601,0.000,0.000,0.698,0.141,0.228]",2,0.092,0.1
JRN-00311-001,TRAV-00311,1,JRN-DO,0.809,"[0.292,0.062,0.177,0.000,0.234,0.370,0.881,1.000,0.470,0.000]",10,0.249,0.05
JRN-00198-002,TRAV-00198,2,JRN-WH,0.784,"[0.535,0.357,0.559,0.438,0.394,0.620,0.634,0.203,0.711,0.795]",5,0.182,0.1
JRN-00173-002,TRAV-00173,2,JRN-WH,0.865,"[0.584,0.377,0.853,0.397,0.467,0.260,0.520,0.168,0.649,0.712]",4,0.322,0.1
JRN-00312-001,TRAV-00312,1,JRN-LF,0.907,"[0.035,0.148,0.000,0.179,0.936,0.370,0.304,0.743,0.132,0.210]",3,0.104,0.05
JRN-00145-002,TRAV-00145,2,JRN-WH,0.843,"[0.533,0.228,0.791,0.651,0.563,0.411,0.551,0.450,0.597,0.590]",7,0.038,0.1
JRN-00313-001,TRAV-00313,1,JRN-DO,0.762,"[0.097,0.000,0.456,0.044,0.000,0.555,0.746,0.701,0.844,0.095]",11,0.181,0.05
JRN-00314-001,TRAV-00314,1,JRN-LF,0.853,"[0.106,0.352,0.185,0.000,0.710,0.314,0.069,0.553,0.281,0.131]",1,0.072,0.05
JRN-00315-001,TRAV-00315,1,JRN-HA,0.692,"[0.710,0.601,0.978,0.547,0.873,0.695,0.314,0.794,0.153,0.586]",14,0.436,0.05
JRN-00316-001,TRAV-00316,1,JRN-LF,0.666,"[0.415,0.024,0.074,0.202,1.000,0.110,0.000,0.770,0.297,0.090]",3,0.173,0.05
JRN-00317-001,TRAV-00317,1,JRN-LF,0.776,"[0.000,0.248,0.190,0.336,0.762,0.524,0.004,0.827,0.104,0.024]",3,0.323,0.05
JRN-00168-002,TRAV-00168,2,JRN-WH,0.843,"[0.771,0.572,0.373,0.658,0.526,0.458,0.584,0.308,0.335,0.418]",8,0.031,0.1
JRN-00262-002,TRAV-00262,2,JRN-LF,0.844,"[0.000,0.207,0.144,0.254,1.000,0.403,0.219,0.877,0.162,0.148]",2,0.151,0.1
JRN-00318-001,TRAV-00318,1,JRN-DO,0.78,"[0.025,0.035,0.022,0.186,0.154,0.838,1.000,0.973,0.721,0.413]",9,0.253,0.05
JRN-00116-002,TRAV-00116,2,JRN-WH,0.787,"[0.855,0.385,0.585,0.600,0.338,0.638,0.358,0.609,0.492,0.532]",7,0.073,0.1
JRN-00319-001,TRAV-00319,1,JRN-LF,0.807,"[0.087,0.164,0.150,0.332,0.779,0.272,0.000,0.810,0.215,0.000]",2,0.05,0.05
JRN-00320-001,TRAV-00320,1,JRN-DO,0.645,"[0.203,0.000,0.307,0.402,0.000,0.836,0.645,0.949,1.000,0.155]",10,0.214,0.05
JRN-00321-001,TRAV-00321,1,JRN-LF,0.902,"[0.170,0.260,0.285,0.195,0.616,0.057,0.000,0.859,0.071,0.298]",3,0.197,0.05
JRN-00322-001,TRAV-00322,1,JRN-UN,0.276,"[0.361,0.597,0.357,0.723,0.161,0.501,0.269,0.337,0.206,0.659]",18,0.366,0.05
JRN-00323-001,TRAV-00323,1,JRN-DO,0.863,"[0.225,0.000,0.000,0.225,0.000,0.927,0.516,1.000,0.746,0.057]",9,0.288,0.05
JRN-00189-002,TRAV-00189,2,JRN-WH,0.812,"[0.493,0.355,0.459,0.715,0.488,0.538,0.560,0.557,0.165,0.593]",5,0.204,0.1
JRN-00324-001,TRAV-00324,1,JRN-HA,0.814,"[0.946,0.733,0.965,0.674,0.637,0.775,0.349,0.395,0.332,0.650]",14,0.336,0.05
JRN-00034-002,TRAV-00034,2,JRN-WH,0.844,"[0.217,0.505,0.157,0.711,0.460,0.479,0.737,0.599,0.477,0.620]",7,0.123,0.1
JRN-00325-001,TRAV-00325,1,JRN-UN,0.266,"[0.513,0.684,0.000,0.786,0.453,0.620,0.150,0.423,0.146,0.447]",17,0.339,0.05
JRN-00326-001,TRAV-00326,1,JRN-DO,0.728,"[0.061,0.060,0.397,0.000,0.000,0.667,0.702,0.782,0.673,0.130]",10,0.206,0.05
JRN-00327-001,TRAV-00327,1,JRN-UN,0.436,"[0.316,0.398,0.423,0.350,0.213,0.430,0.423,0.254,0.452,0.558]",15,0.454,0.05
JRN-00328-001,TRAV-00328,1,JRN-UN,0.544,"[0.248,0.391,0.344,0.523,0.425,0.422,0.341,0.407,0.378,0.442]",18,0.723,0.05
JRN-00329-001,TRAV-00329,1,JRN-DO,0.761,"[0.000,0.303,0.111,0.155,0.192,0.666,0.669,1.000,0.963,0.255]",10,0.079,0.05
JRN-00330-001,TRAV-00330,1,JRN-UN,0.277,"[0.400,0.271,0.407,0.592,0.346,0.431,0.213,0.264,0.333,0.190]",19,0.536,0.05
JRN-00331-001,TRAV-00331,1,JRN-DO,0.686,"[0.033,0.066,0.297,0.000,0.000,0.710,0.825,0.871,0.898,0.306]",9,0.067,0.05
JRN-00061-002,TRAV-00061,2,JRN-WH,0.841,"[0.702,0.513,0.420,0.621,0.431,0.697,0.686,0.397,0.312,0.375]",4,0.007,0.1
JRN-00243-002,TRAV-00243,2,JRN-UN,0.334,"[0.400,0.519,0.144,0.336,0.239,0.716,0.228,0.647,0.395,0.746]",15,0.461,0.1
JRN-00332-001,TRAV-00332,1,JRN-DO,0.623,"[0.000,0.170,0.223,0.531,0.226,0.728,0.850,0.610,0.832,0.351]",9,0.146,0.05
JRN-00333-001,TRAV-00333,1,JRN-LF,0.787,"[0.000,0.033,0.098,0.152,0.759,0.395,0.001,0.990,0.260,0.044]",2,0.04,0.05
JRN-00084-003,TRAV-00084,3,JRN-LF,0.812,"[0.167,0.255,0.152,0.115,0.884,0.201,0.144,0.532,0.414,0.000]",1,0.127,0.15
JRN-00334-001,TRAV-00334,1,JRN-DO,0.738,"[0.301,0.231,0.000,0.167,0.160,0.981,1.000,0.874,0.780,0.000]",10,0.204,0.05
JRN-00269-002,TRAV-00269,2,JRN-UN,0.329,"[0.533,0.605,0.265,0.788,0.351,0.526,0.271,0.864,0.305,0.618]",16,0.67,0.1
JRN-00083-005,TRAV-00083,5,JRN-LF,0.7,"[0.000,0.000,0.268,0.118,0.984,0.442,0.208,0.861,0.342,0.000]",1,0.123,0.25
JRN-00335-001,TRAV-00335,1,JRN-HA,0.667,"[1.000,0.797,1.000,0.845,0.783,0.590,0.560,0.344,0.562,0.558]",12,0.393,0.05
JRN-00336-001,TRAV-00336,1,JRN-LF,0.755,"[0.258,0.236,0.055,0.053,0.643,0.355,0.301,0.350,0.264,0.181]",3,0.176,0.05
JRN-00337-001,TRAV-00337,1,JRN-UN,0.327,"[0.472,0.365,0.301,0.556,0.336,0.636,0.385,0.726,0.285,0.617]",16,0.5,0.05
JRN-00338-001,TRAV-00338,1,JRN-HA,0.817,"[0.722,0.710,1.000,0.641,0.801,0.474,0.409,0.183,0.211,0.744]",12,0.18,0.05
JRN-00339-001,TRAV-00339,1,JRN-WH,0.859,"[0.439,0.675,0.440,0.614,0.670,0.443,0.271,0.699,0.413,0.286]",8,0,0.05
JRN-00173-003,TRAV-00173,3,JRN-LF,0.782,"[0.000,0.000,0.058,0.395,0.981,0.480,0.000,0.711,0.140,0.219]",1,0.111,0.15
JRN-00340-001,TRAV-00340,1,JRN-LF,0.733,"[0.000,0.183,0.086,0.357,0.761,0.000,0.163,0.748,0.216,0.000]",3,0.088,0.05
JRN-00341-001,TRAV-00341,1,JRN-LF,0.775,"[0.000,0.311,0.314,0.352,0.750,0.273,0.355,0.846,0.117,0.000]",1,0.056,0.05
JRN-00342-001,TRAV-00342,1,JRN-HA,0.83,"[0.718,0.680,0.810,0.629,1.000,0.543,0.512,0.399,0.431,1.000]",13,0.056,0.05
JRN-00343-001,TRAV-00343,1,JRN-LF,0.803,"[0.229,0.158,0.522,0.079,0.775,0.325,0.201,0.768,0.276,0.282]",1,0.268,0.05
JRN-00036-004,TRAV-00036,4,JRN-WH,0.873,"[0.547,0.548,0.493,0.343,0.714,0.555,0.568,0.527,0.737,0.465]",6,0.035,0.2
JRN-00344-001,TRAV-00344,1,JRN-DO,0.675,"[0.246,0.033,0.288,0.297,0.129,0.707,0.708,1.000,0.769,0.173]",9,0.195,0.05
JRN-00315-002,TRAV-00315,2,JRN-UN,0.294,"[0.480,0.580,0.207,0.662,0.156,0.299,0.406,0.440,0.624,0.504]",18,0.381,0.1
JRN-00345-001,TRAV-00345,1,JRN-LF,0.677,"[0.003,0.064,0.188,0.384,1.000,0.348,0.000,1.000,0.237,0.162]",2,0.294,0.05
JRN-00346-001,TRAV-00346,1,JRN-DO,0.69,"[0.052,0.093,0.105,0.136,0.137,0.747,0.918,0.706,0.875,0.333]",9,0.16,0.05
JRN-00149-002,TRAV-00149,2,JRN-UN,0.333,"[0.541,0.722,0.244,0.401,0.316,0.718,0.394,0.693,0.427,0.481]",18,0.516,0.1
JRN-00347-001,TRAV-00347,1,JRN-UN,0.231,"[0.331,0.597,0.399,0.539,0.458,0.588,0.144,0.407,0.303,0.481]",15,0.594,0.05
JRN-00348-001,TRAV-00348,1,JRN-LF,0.897,"[0.081,0.058,0.000,0.200,1.000,0.197,0.185,0.901,0.325,0.166]",2,0.104,0.05
JRN-00349-001,TRAV-00349,1,JRN-DO,0.665,"[0.058,0.000,0.263,0.000,0.265,0.517,0.760,1.000,0.719,0.242]",9,0.223,0.05
JRN-00350-001,TRAV-00350,1,JRN-LF,0.677,"[0.008,0.000,0.045,0.064,0.853,0.280,0.267,0.902,0.443,0.058]",2,0.205,0.05
JRN-00351-001,TRAV-00351,1,JRN-LF,0.786,"[0.029,0.256,0.000,0.256,0.910,0.405,0.000,0.994,0.039,0.139]",3,0.208,0.05
JRN-00352-001,TRAV-00352,1,JRN-HA,0.57,"[0.872,0.781,0.993,0.529,0.769,0.605,0.310,0.353,0.000,0.488]",14,0.38,0.05
JRN-00353-001,TRAV-00353,1,JRN-DO,0.801,"[0.202,0.000,0.052,0.197,0.000,0.700,0.854,1.000,0.715,0.293]",11,0.281,0.05
JRN-00013-002,TRAV-00013,2,JRN-WH,0.814,"[0.417,0.556,0.753,0.500,0.336,0.287,0.364,0.670,0.705,0.434]",5,0.134,0.1
JRN-00354-001,TRAV-00354,1,JRN-LF,0.758,"[0.030,0.273,0.359,0.478,0.902,0.284,0.056,0.747,0.102,0.199]",2,0.304,0.05
JRN-00151-003,TRAV-00151,3,JRN-WH,0.867,"[0.302,0.910,0.607,0.532,0.454,0.437,0.613,0.478,0.499,0.699]",8,0.198,0.15
JRN-00013-003,TRAV-00013,3,JRN-WH,0.887,"[0.651,0.523,0.550,0.341,0.411,0.415,0.672,0.557,0.615,0.613]",7,0,0.15
JRN-00355-001,TRAV-00355,1,JRN-DO,0.81,"[0.273,0.459,0.362,0.233,0.040,0.614,0.663,0.880,0.684,0.409]",9,0.373,0.05
JRN-00356-001,TRAV-00356,1,JRN-LF,0.709,"[0.000,0.551,0.167,0.383,0.656,0.339,0.209,0.954,0.189,0.434]",1,0.21,0.05
JRN-00248-002,TRAV-00248,2,JRN-HA,0.616,"[0.795,0.856,0.820,0.846,0.880,0.768,0.377,0.690,0.262,0.811]",14,0.329,0.1
JRN-00357-001,TRAV-00357,1,JRN-UN,0.46,"[0.180,0.463,0.402,0.428,0.288,0.252,0.320,0.389,0.463,0.353]",17,0.444,0.05
JRN-00358-001,TRAV-00358,1,JRN-HA,0.671,"[0.958,0.737,0.790,0.786,0.629,0.659,0.413,0.561,0.254,0.739]",14,0.387,0.05
JRN-00359-001,TRAV-00359,1,JRN-WH,0.848,"[0.466,0.607,0.239,0.245,0.365,0.279,0.546,0.477,0.367,0.589]",7,0.075,0.05
JRN-00360-001,TRAV-00360,1,JRN-LF,0.714,"[0.106,0.335,0.034,0.236,1.000,0.210,0.211,0.846,0.072,0.000]",1,0.073,0.05
JRN-00043-002,TRAV-00043,2,JRN-UN,0.203,"[0.112,0.639,0.544,0.493,0.372,0.419,0.461,0.554,0.522,0.525]",17,0.403,0.1
JRN-00361-001,TRAV-00361,1,JRN-DO,0.625,"[0.000,0.205,0.116,0.292,0.148,0.907,0.785,0.943,0.712,0.272]",10,0.287,0.05
JRN-00304-002,TRAV-00304,2,JRN-WH,0.922,"[0.560,0.393,0.688,0.581,0.486,0.715,0.479,0.436,0.320,0.358]",4,0.029,0.1
JRN-00243-003,TRAV-00243,3,JRN-UN,0.326,"[0.485,0.424,0.505,0.662,0.257,0.742,0.187,0.627,0.218,0.541]",20,0.608,0.15
JRN-00041-004,TRAV-00041,4,JRN-LF,0.886,"[0.228,0.303,0.135,0.247,0.929,0.000,0.000,0.686,0.130,0.130]",3,0.077,0.2
JRN-00362-001,TRAV-00362,1,JRN-LF,0.841,"[0.000,0.121,0.000,0.093,0.987,0.474,0.187,0.849,0.059,0.164]",2,0.047,0.05
JRN-00363-001,TRAV-00363,1,JRN-UN,0.357,"[0.393,0.265,0.094,0.283,0.403,0.198,0.422,0.777,0.459,0.598]",15,0.203,0.05
JRN-00072-002,TRAV-00072,2,JRN-WH,0.883,"[0.537,0.700,0.368,0.276,0.627,0.340,0.326,0.545,0.362,0.672]",8,0.102,0.1
JRN-00076-002,TRAV-00076,2,JRN-WH,0.892,"[0.478,0.648,0.303,0.464,0.589,0.456,0.530,0.259,0.875,0.595]",8,0,0.1
JRN-00364-001,TRAV-00364,1,JRN-LF,0.74,"[0.046,0.000,0.000,0.460,1.000,0.055,0.183,0.946,0.070,0.352]",1,0.062,0.05
JRN-00365-001,TRAV-00365,1,JRN-LF,0.826,"[0.191,0.000,0.000,0.128,1.000,0.203,0.149,1.000,0.201,0.110]",1,0.324,0.05
JRN-00280-002,TRAV-00280,2,JRN-UN,0.206,"[0.331,0.526,0.080,0.402,0.404,0.314,0.260,0.555,0.110,0.633]",20,0.455,0.1
JRN-00366-001,TRAV-00366,1,JRN-DO,0.656,"[0.390,0.204,0.229,0.090,0.271,0.882,0.789,1.000,0.727,0.063]",10,0.217,0.05
JRN-00148-003,TRAV-00148,3,JRN-WH,0.872,"[0.586,0.462,0.454,0.543,0.563,0.843,0.357,0.736,0.604,0.506]",5,0.021,0.15
JRN-00232-002,TRAV-00232,2,JRN-WH,0.865,"[0.425,0.517,0.440,0.395,0.729,0.632,0.410,0.618,0.634,0.835]",4,0.218,0.1
JRN-00367-001,TRAV-00367,1,JRN-HA,0.848,"[0.689,0.754,0.970,0.774,0.630,0.262,0.546,0.375,0.273,0.861]",13,0.209,0.05
JRN-00263-002,TRAV-00263,2,JRN-HA,0.671,"[0.878,0.899,0.937,0.454,1.000,0.793,0.532,0.617,0.450,0.609]",13,0.241,0.1
JRN-00022-002,TRAV-00022,2,JRN-LF,0.701,"[0.240,0.420,0.124,0.105,0.998,0.200,0.082,0.733,0.354,0.145]",3,0.184,0.1
JRN-00368-001,TRAV-00368,1,JRN-LF,0.687,"[0.000,0.137,0.106,0.124,0.998,0.000,0.027,0.714,0.046,0.064]",1,0.171,0.05
JRN-00369-001,TRAV-00369,1,JRN-UN,0.248,"[0.361,0.729,0.000,0.544,0.687,0.905,0.252,0.385,0.533,0.489]",15,0.398,0.05
JRN-00370-001,TRAV-00370,1,JRN-LF,0.842,"[0.285,0.115,0.185,0.086,0.997,0.266,0.000,1.000,0.243,0.194]",1,0.159,0.05
JRN-00371-001,TRAV-00371,1,JRN-DO,0.752,"[0.320,0.171,0.025,0.000,0.000,0.644,0.982,0.806,1.000,0.201]",10,0.171,0.05
JRN-00171-002,TRAV-00171,2,JRN-WH,0.789,"[0.799,0.702,0.816,0.508,0.763,0.572,0.441,0.540,0.693,0.799]",5,0.153,0.1
JRN-00372-001,TRAV-00372,1,JRN-DO,0.843,"[0.245,0.000,0.245,0.272,0.275,0.800,0.596,0.911,0.953,0.072]",11,0.015,0.05
JRN-00373-001,TRAV-00373,1,JRN-HA,0.606,"[0.812,0.859,0.787,0.603,0.857,0.489,0.765,0.706,0.133,0.804]",13,0.351,0.05
JRN-00216-002,TRAV-00216,2,JRN-WH,0.883,"[0.795,0.652,0.479,0.541,0.607,0.566,0.569,0.452,0.441,0.462]",4,0.053,0.1
JRN-00128-002,TRAV-00128,2,JRN-HA,0.769,"[0.871,0.778,1.000,0.651,0.662,0.406,0.512,0.378,0.380,0.763]",12,0.437,0.1
JRN-00189-003,TRAV-00189,3,JRN-WH,0.85,"[0.673,0.431,0.353,0.564,0.703,0.538,0.635,0.703,0.284,0.409]",6,0.001,0.15
JRN-00374-001,TRAV-00374,1,JRN-LF,0.767,"[0.391,0.318,0.255,0.261,0.862,0.350,0.161,0.744,0.171,0.255]",1,0,0.05
JRN-00233-002,TRAV-00233,2,JRN-WH,0.89,"[0.543,0.591,0.785,0.706,0.173,0.479,0.670,0.426,0.530,0.542]",7,0,0.1
JRN-00283-002,TRAV-00283,2,JRN-WH,0.939,"[0.484,0.644,0.498,0.568,0.617,0.362,0.444,0.642,0.847,0.645]",4,0.104,0.1
JRN-00375-001,TRAV-00375,1,JRN-HA,0.751,"[0.922,0.886,0.801,0.712,0.798,0.729,0.466,0.329,0.123,0.693]",12,0.348,0.05
JRN-00157-003,TRAV-00157,3,JRN-HA,0.677,"[0.619,0.591,0.716,0.366,0.671,0.544,0.347,0.544,0.403,0.615]",13,0.245,0.15
JRN-00376-001,TRAV-00376,1,JRN-WH,0.853,"[0.698,0.474,0.435,0.586,0.434,0.568,0.424,0.076,0.761,0.704]",8,0.167,0.05
JRN-00377-001,TRAV-00377,1,JRN-LF,0.849,"[0.072,0.230,0.299,0.215,0.989,0.283,0.000,0.713,0.235,0.232]",1,0.116,0.05
JRN-00307-002,TRAV-00307,2,JRN-WH,0.887,"[0.457,0.720,0.563,0.288,0.444,0.494,0.484,0.651,0.268,0.532]",6,0.201,0.1
JRN-00258-002,TRAV-00258,2,JRN-DO,0.859,"[0.432,0.100,0.430,0.000,0.016,0.669,0.771,0.480,0.600,0.103]",9,0.227,0.1
JRN-00378-001,TRAV-00378,1,JRN-HA,0.609,"[0.877,0.741,1.000,0.852,0.862,0.572,0.474,0.363,0.062,0.531]",13,0.475,0.05
JRN-00379-001,TRAV-00379,1,JRN-WH,0.897,"[0.482,0.503,0.369,0.631,0.373,0.209,0.698,0.661,0.521,0.584]",4,0,0.05
JRN-00366-002,TRAV-00366,2,JRN-WH,0.874,"[0.593,0.831,0.392,0.770,0.301,0.811,0.469,0.783,0.930,0.310]",7,0.073,0.1
JRN-00380-001,TRAV-00380,1,JRN-DO,0.823,"[0.118,0.288,0.440,0.000,0.151,0.615,0.727,1.000,0.736,0.214]",11,0.315,0.05
JRN-00381-001,TRAV-00381,1,JRN-LF,0.839,"[0.253,0.060,0.045,0.060,0.709,0.220,0.055,0.931,0.477,0.134]",1,0.079,0.05
JRN-00382-001,TRAV-00382,1,JRN-DO,0.848,"[0.139,0.085,0.134,0.090,0.087,0.889,0.821,0.860,0.514,0.217]",9,0.223,0.05
JRN-00383-001,TRAV-00383,1,JRN-DO,0.775,"[0.100,0.000,0.300,0.322,0.222,0.480,0.855,1.000,0.794,0.222]",9,0.203,0.05
JRN-00384-001,TRAV-00384,1,JRN-DO,0.842,"[0.278,0.145,0.190,0.000,0.300,0.812,0.531,0.933,0.505,0.319]",11,0.078,0.05
JRN-00385-001,TRAV-00385,1,JRN-DO,0.801,"[0.391,0.014,0.407,0.149,0.000,0.669,0.921,1.000,0.959,0.333]",11,0.319,0.05
JRN-00386-001,TRAV-00386,1,JRN-WH,0.935,"[0.664,0.727,0.449,0.703,0.641,0.539,0.655,0.540,0.700,0.533]",4,0,0.05
JRN-00387-001,TRAV-00387,1,JRN-DO,0.625,"[0.000,0.087,0.284,0.045,0.153,0.471,0.939,0.443,0.766,0.168]",10,0.223,0.05
JRN-00388-001,TRAV-00388,1,JRN-HA,0.663,"[0.760,0.686,0.749,0.729,0.812,0.803,0.375,0.290,0.000,1.000]",14,0.394,0.05
JRN-00389-001,TRAV-00389,1,JRN-DO,0.635,"[0.000,0.095,0.246,0.207,0.204,0.739,0.733,0.727,0.737,0.410]",10,0.204,0.05
JRN-00390-001,TRAV-00390,1,JRN-DO,0.753,"[0.000,0.103,0.055,0.086,0.116,0.517,0.909,0.946,0.831,0.246]",11,0.078,0.05
JRN-00391-001,TRAV-00391,1,JRN-DO,0.781,"[0.333,0.026,0.248,0.107,0.256,0.670,0.659,0.871,0.618,0.229]",10,0.284,0.05
JRN-00021-004,TRAV-00021,4,JRN-UN,0.302,"[0.601,0.802,0.213,0.689,0.468,0.431,0.358,0.267,0.272,0.638]",16,0.431,0.2
JRN-00392-001,TRAV-00392,1,JRN-LF,0.673,"[0.465,0.106,0.349,0.317,0.764,0.379,0.054,0.828,0.184,0.111]",1,0.197,0.05
JRN-00393-001,TRAV-00393,1,JRN-DO,0.65,"[0.003,0.450,0.000,0.161,0.312,0.786,1.000,0.953,1.000,0.304]",9,0.22,0.05
JRN-00394-001,TRAV-00394,1,JRN-UN,0.268,"[0.500,0.494,0.430,0.562,0.255,0.515,0.382,0.554,0.440,0.352]",20,0.428,0.05
JRN-00395-001,TRAV-00395,1,JRN-LF,0.663,"[0.104,0.266,0.024,0.042,1.000,0.361,0.142,0.800,0.167,0.122]",1,0.365,0.05
JRN-00396-001,TRAV-00396,1,JRN-DO,0.812,"[0.109,0.167,0.196,0.388,0.028,0.743,0.565,0.881,0.797,0.287]",9,0.164,0.05
JRN-00397-001,TRAV-00397,1,JRN-LF,0.679,"[0.160,0.251,0.000,0.005,0.905,0.346,0.000,0.841,0.189,0.222]",3,0.267,0.05
JRN-00398-001,TRAV-00398,1,JRN-LF,0.818,"[0.265,0.040,0.229,0.023,1.000,0.381,0.194,0.909,0.000,0.000]",1,0.05,0.05
JRN-00399-001,TRAV-00399,1,JRN-LF,0.757,"[0.081,0.229,0.427,0.592,0.994,0.459,0.157,0.887,0.132,0.049]",1,0.064,0.05
JRN-00400-001,TRAV-00400,1,JRN-LF,0.902,"[0.141,0.327,0.236,0.241,0.884,0.179,0.123,0.829,0.093,0.246]",3,0.108,0.05
JRN-00356-002,TRAV-00356,2,JRN-LF,0.852,"[0.105,0.172,0.195,0.226,1.000,0.189,0.143,0.943,0.248,0.057]",1,0.035,0.1
JRN-00382-002,TRAV-00382,2,JRN-WH,0.942,"[0.649,0.497,0.637,0.651,0.551,0.347,0.450,0.663,0.633,0.247]",5,0.116,0.1
JRN-00401-001,TRAV-00401,1,JRN-UN,0.491,"[0.400,0.457,0.316,0.919,0.584,0.506,0.207,0.532,0.349,0.663]",20,0.639,0.05
JRN-00402-001,TRAV-00402,1,JRN-WH,0.816,"[0.372,0.442,0.449,0.615,0.587,0.490,0.473,0.578,0.340,0.698]",4,0.094,0.05
JRN-00403-001,TRAV-00403,1,JRN-LF,0.699,"[0.064,0.039,0.091,0.472,0.734,0.316,0.000,0.642,0.016,0.200]",2,0.25,0.05
JRN-00404-001,TRAV-00404,1,JRN-DO,0.813,"[0.040,0.254,0.297,0.261,0.308,0.512,0.698,0.823,0.765,0.085]",11,0.167,0.05
JRN-00405-001,TRAV-00405,1,JRN-DO,0.822,"[0.502,0.009,0.423,0.281,0.137,0.600,0.849,0.645,0.625,0.282]",9,0.07,0.05
JRN-00406-001,TRAV-00406,1,JRN-WH,0.848,"[0.627,0.350,0.541,0.667,0.365,0.548,0.593,0.050,0.317,0.528]",6,0.235,0.05
JRN-00407-001,TRAV-00407,1,JRN-DO,0.701,"[0.346,0.000,0.094,0.000,0.376,0.730,0.797,0.911,0.714,0.327]",11,0.241,0.05
JRN-00408-001,TRAV-00408,1,JRN-DO,0.696,"[0.256,0.188,0.000,0.000,0.241,0.619,0.777,0.865,0.744,0.014]",10,0.159,0.05
JRN-00409-001,TRAV-00409,1,JRN-LF,0.874,"[0.000,0.097,0.330,0.364,1.000,0.028,0.146,0.678,0.023,0.391]",1,0.149,0.05
JRN-00278-002,TRAV-00278,2,JRN-LF,0.809,"[0.198,0.270,0.003,0.437,0.725,0.245,0.022,0.800,0.193,0.011]",3,0.046,0.1
JRN-00410-001,TRAV-00410,1,JRN-UN,0.222,"[0.711,0.780,0.223,0.666,0.486,0.548,0.087,0.319,0.415,0.469]",15,0.476,0.05
