event_id,type,date,location,actors,parent,depth,details,notes,source_type,confidence
EV-873-004,death,873-01-07,yeller_shack,"[""esseny_moll"", ""yeller""]",,0,"{""death_type"": ""disappearance"", ""cause"": ""integration_with_yeller"", ""prior_observations"": 3, ""progression"": ""individuation_failure \u2192 path_divergence \u2192 hub_phenomenon \u2192 integration"", ""final_act"": ""asked_to_walk_with_yeller_entered_shack""}","Esseny Moll's terminal observation. Second documented integration. Unlike Nelphl (pulled against will), Moll appeared to accept invitation. Her case becomes key evidence for Dren's performativity hypothesis.",course,1.0
EV-873-005,disappearance,873-01-07,yeller_shack,"[""esseny_moll""]",,0,"{""title"": ""Esseny Moll Disappears"", ""description"": ""Moll enters Yeller's shack with her invitation.\nNot seen again."", ""period"": ""post""}",Imported from POST-004,ore,1.0
EV-873-001,disappearance,873-10-31,yeller_tract,"[""esseny_moll""]",,0,"{""expedition_name"": ""Moll Southwest Survey"", ""last_known_position"": ""southwestern_yeller_direction"", ""days_overdue"": 14, ""search_parties_sent"": 3, ""items_recovered"": [""notebook""], ""cause"": ""unknown""}",Esseny Moll became the third cartographer to vanish in the southwestern/Yeller direction. Her final notebook entry read: 'Every map is a theory. Every measurement is an interpretation. The ground says nothing. We say it all.',course,1.0
EV-873-002,investigation_launched,873-11-03,yeller_tract,[],EV-873-001,1,{},,cascade,1.0
EV-873-003,archive_note,873-11-14,yeller_tract,[],EV-873-001,1,"{""note_type"": ""incident_record""}",,cascade,1.0
EV-876-001,manuscript_written,876-06-15,capital,"[""kellis_vorn""]",,0,"{""title"": ""On the Preservation of Method"", ""topic"": ""opacity_conventions"", ""five_principles"": [""outcome_transparency"", ""process_privacy"", ""voluntary_disclosure"", ""bounded_extraction"", ""reciprocal_benefit""], ""central_claim"": ""Transparency of outcomes and systems; privacy of process"", ""response_to"": ""method_capture_crisis"", ""years_of_crisis_analyzed"": ""850-876""}","Kellis Vorn publishes her foundational work codifying the five principles of the Opacity Conventions. Six years after leaving the Archive, she articulates the framework that will reshape institutional-practitioner relationships: 'My methods are not their property—not yet. But if I document them, they become so.'",course,1.0
EV-876-002,archive_accession,876-08-18,capital,[],EV-876-001,1,{},,cascade,1.0
EV-880-001,discovery,880-04-20,tower_of_mirado.siege_camp,"[""the_colonel"", ""siege_engineers""]",,0,"{""discovery_type"": ""methodology"", ""subject"": ""interactive_spaces"", ""description"": ""The Colonel's engineers develop 'Spaces' \u2014 interactive chambers where commanders can manipulate models of fortress walls without risking troops""}",Origin of the Space Builder tradition during the twenty-year siege,course,1.0
EV-880-002,manuscript_written,880-08-20,dead_river,"[""bagbu_olt""]",,0,"{""title"": ""The Road's Four Feet"", ""genre"": ""travel_philosophy"", ""content"": ""Meditations on wandering and cartography"", ""quote"": ""The road itself whispers nothing but what's nearest along it. The road is its own four feet at a time.""}","Bagbu Olt's wandering philosophy, quoted in Tutorial 10. He is 'a wandering mapmaker and sketch-artist who travels in a pickbox cart.'",course,1.0
EV-880-003,archive_accession,880-10-30,dead_river,[],EV-880-002,1,{},,cascade,1.0
EV-886-001,debate_published,886-06-15,the_gilt_cardhouse,"[""grigsu_haldo"", ""mink_pavar""]",,0,"{""debate_id"": ""DEB-12"", ""topic"": ""kachot_dispute"", ""schools_involved"": [""stone_school""], ""outcome"": ""hostile"", ""stones_cast"": true, ""significance"": ""Mink Pavar accused Grigsu of misusing sacred kachot. Debate turned violent. Stones thrown non-ritually."", ""aftermath"": ""Permanent rift between former allies. Establishes motive for later forgery.""}","The kachot dispute of 886 - the central motive for the Grigsu forgery. After this debate, Mink Pavar's relationship with Grigsu never recovered. The man who had been Grigsu's ally became his enemy.",course,1.0
EV-889-001,expedition_launch,889-03-01,capital,"[""grigsu_haldo""]",,0,"{""expedition_id"": ""EXP-007"", ""expedition_name"": ""Yeller Quarry Survey"", ""destination"": ""yeller_quarry"", ""purpose"": ""scholarly_observation"", ""crew_size"": 12, ""scholars_attached"": [""grigsu_haldo""], ""initial_conditions"": ""Grigsu attached as scholarly observer""}",The Yeller Quarry Expedition of 889. Grigsu Haldo attached as scholarly observer. This expedition would change him fundamentally - colleagues would later describe 'distracted silences' and 'strange mutterings' upon his return.,course,1.0
EV-889-004,manuscript_written,889-05-15,capital,"[""quonxy""]",,0,"{""title"": ""On the Practice of Iterative Cartography"", ""topic"": ""mapping_methodology"", ""key_insight"": ""Maps cohere suddenly after many failed passes, not gradually"", ""methodology"": ""Repeated mapping passes accumulate ghost structure until sudden coherence"", ""application"": ""unstable_terrain_near_dens""}",Quonxy publishes foundational paper on iterative cartography. The methodology involves repeated mapping passes that appear to produce noise until sudden coherence occurs. This work precedes and prefigures her computational discoveries.,course,1.0
EV-889-005,archive_accession,889-08-06,capital,[],EV-889-004,1,{},,cascade,1.0
EV-889-002,expedition_return,889-08-15,capital,"[""grigsu_haldo""]",,0,"{""expedition_id"": ""EXP-007"", ""casualties"": 3, ""survivors"": 9, ""scholars_surviving"": 3, ""condition"": ""traumatized"", ""observations"": ""Crew encountered something in the tunnels. Grigsu returned changed - distracted silences, strange mutterings.""}","The return from EXP-007. Three scholars survived. Grigsu came back changed - his colleagues described 'distracted silences' and 'strange mutterings.' Within two years, he was dead. The expedition killed him, just more slowly than it killed the others.",course,1.0
EV-889-003,archive_accession,889-09-07,capital,[],EV-889-002,1,"{""material_type"": ""expedition_journal""}",,cascade,1.0
EV-890-001,personnel_change,890-03-01,western_archive,"[""sareth_moll""]",,0,"{""change_type"": ""appointment"", ""position"": ""ghost_researcher"", ""department"": ""memory_studies"", ""research_focus"": ""patterns persisting beyond substrate death""}","Sareth Moll begins her systematic ghost research, asking the question that would define her career: 'If the substrate is gone, what persists?'",course,1.0
EV-890-002,discovery,890-04-12,yeller_quarry,[],,0,"{""phenomenon"": ""yeller_numbers"", ""pattern"": ""creatures move in groups of primes: 2, 3, 5, 7, 11"", ""significance"": ""fundamental mystery of Densworld"", ""deaths_attributed"": ""multiple trappers""}","Tutorial 3 establishes the yeller numbers: 'Creatures move in groups of prime numbers: 2, 3, 5, 7, 11. If you see one Maw Beast, there may be two more nearby. The yeller numbers have gotten trappers killed.'",course,1.0
EV-890-003,archive_note,890-05-03,yeller_quarry,[],EV-890-002,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-891-001,death,891-02-22,capital,"[""grigsu_haldo""]",,0,"{""cause"": ""expedition_aftereffects"", ""manner"": ""natural_decline"", ""age"": 67, ""school_affiliation"": ""stone_school"", ""final_days"": ""growling and cursing at neighbors"", ""legacy"": ""Stone-school champion. Major works: MS-0012, MS-0034, MS-0089"", ""successor"": ""disputed""}","Grigsu Haldo dies in Year 891 after returning from the Yeller Quarry expedition. His 'massive frame, thick chest, beard' made him a physical presence. His final days: 'growling and cursing at neighbors.' His death left a vacuum that rivals rushed to fill.",course,1.0
EV-892-001,discovery,892-03-15,capital,"[""erris_pol""]",,0,"{""discovery_type"": ""taxonomic_paradox"", ""description"": ""Pol observes that stakdur and reed-spinner exhibit identical five-state behavioral patterns despite no shared ancestry"", ""creatures_compared"": [""stakdur"", ""reed_spinner""], ""pattern_observed"": ""quintic_cycle"", ""significance"": ""foundational""}",The taxonomic paradox that sparked the Library hypothesis. Two creatures from opposite ends of Densworld cycle through five behavioral states on prime intervals. Capital taxonomists dismissed as coincidence; Pol found the patterns too precise.,course,1.0
EV-892-003,policy_change,892-03-20,cartographers_guild,"[""maren_drusk""]",,0,"{""policy_name"": ""federated_survey_system"", ""designer"": ""maren_drusk"", ""key_innovation"": ""Local teams improve central model without exposing methods"", ""data_shared"": ""gradients_only"", ""data_protected"": [""raw_observations"", ""field_notes"", ""methods""], ""kellis_vorn_principle_applied"": ""voluntary_disclosure""}","Senior Protocol Developer Maren Drusk launches the Cartographer's Guild federated survey system. Teams contribute aggregate findings without exposing individual surveyor methods. Within three years, the central terrain classification model improves by 23%—without a single field note leaving its team of origin.",course,1.0
EV-892-002,archive_note,892-03-29,capital,[],EV-892-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-894-001,discovery,894-07-10,traders_guild,"[""meck_drune""]",,0,"{""discovery_type"": ""privacy_attack"", ""attack_target"": ""anonymized_aggregate_reports"", ""demonstration"": ""Identified unusual traders from supposedly anonymous data"", ""guild_response"": ""improved_privacy_guarantees"", ""technique"": ""outlier_identification_from_aggregates"", ""policy_outcome"": ""differential_privacy_adoption""}","Senior Trader Meck Drune demonstrates that even 'anonymized' aggregate reports can identify unusual traders. His privacy attacks force the Traders Guild to implement stronger guarantees, leading to the adoption of differential privacy (calibrated noise addition) in Guild telemetry.",course,1.0
EV-894-002,archive_note,894-07-17,traders_guild,[],EV-894-001,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-895-005,theory_proposed,895-03-22,capital.university,"[""erris_pol""]",,0,"{""theory_name"": ""Form Library Hypothesis"", ""content"": ""All possible Forms pre-exist in an abstract Library; creatures are readers who discover Forms rather than authors who create them"", ""evidence"": ""convergent evolution"", ""tradition"": ""geometric"", ""key_concept"": ""prime number architecture""}",Pol proposes the Form Library as foundational geometric ontology. Forms as pre-existing attractors in a latent space.,course,1.0
EV-895-002,archive_accession,895-04-10,archivist_shop_07,"[""mink_pavar""]",,0,"{""manuscripts"": [""MS-0156"", ""MS-0157"", ""MS-0158""], ""claimed_author"": ""Grigsu Haldo"", ""claimed_date"": ""0888-0890"", ""depositor"": ""Mink Pavar"", ""shop_id"": ""SHOP-07"", ""shop_affiliation"": ""stone_school_sympathizer"", ""authenticity_status"": ""suspected_forgery"", ""content_summary"": ""Three texts purportedly showing Grigsu recanting stone-school views. Each contains water-school vocabulary ('dissolution' appears 14 times) and supports positions Mink Pavar argued publicly.""}","The suspected forgeries are deposited at SHOP-07, controlled by a stone-school sympathizer. MS-0156, MS-0157, MS-0158 - all attributed to Grigsu, all composed after 886, all containing language Grigsu's earlier works never used. Convenient? Or coincidence?",course,1.0
EV-895-001,theory_proposed,895-06-01,capital,"[""erris_pol""]",,0,"{""theory_name"": ""library_hypothesis"", ""claim"": ""All forms exist prior to their physical manifestation in an abstract Library from which bodies read their patterns"", ""key_concepts"": [""form_library"", ""bodies_as_readers"", ""pre_existing_patterns""], ""treatise"": ""On the Library of Forms"", ""reception"": ""controversial""}","Pol proposes the Library hypothesis: 'Let us imagine that all possible forms exist prior to their physical manifestation—that they inhabit, as it were, a Library of patterns from which bodies, creatures, places, and phenomena draw their shapes and behaviors.'",course,1.0
EV-895-003,discovery,895-06-01,western_archive,"[""lurra_venn""]",,0,"{""discovery_type"": ""archetype_classification"", ""description"": ""Venn begins analyzing Bagbu's journey records, identifying patterns across 487 journeys spanning 50 years"", ""primary_archetypes"": [""lucky_fool"", ""weathered_hand"", ""doomed_optimist"", ""happy_accident""], ""methodology"": ""pattern_recognition""}","Lurra Venn (active 890-920) begins her 23-year study of Bagbu's journey records. She identifies four primary archetypes: The Lucky Fool (success without understanding), The Weathered Hand (distributed problems resolved), The Doomed Optimist (smooth sailing then catastrophe), The Happy Accident (chaos yields opportunity).",course,1.0
EV-895-004,archive_note,895-06-12,western_archive,[],EV-895-003,1,"{""note_type"": ""discovery_record""}",,cascade,1.0
EV-895-006,theory_proposed,895-08-14,capital.university,"[""erris_pol""]",,0,"{""theory_name"": ""Forms and the Dens"", ""content"": ""The Dens as region where Forms become unstable"", ""implication"": ""Form Library has structure that can be disrupted"", ""evidence"": ""creature instability near boundary""}",Pol extends Form Library theory to explain Dens phenomena. Forms are not merely discovered but can be destabilized by certain conditions.,course,1.0
EV-902-001,manuscript_written,902-09-20,capital,"[""erris_pol""]",,0,"{""title"": ""On the Architecture of the Library"", ""topic"": ""prime_architecture"", ""claim"": ""The primes 2, 3, 5, 7, 11 are the shelving system of the Library"", ""methodology"": ""taxonomic_analysis"", ""audience"": ""capital_philosophical_society""}","Pol's treatise on prime architecture. 'The primes are not accidents of evolution. They are addresses in the Library. When we observe a creature cycling on intervals of 2, 3, 5, 7, 11, we are watching it navigate the stacks.'",course,1.0
