decision_id,expedition_id,day_of_expedition,decision_type,protocol_recommendation,actual_decision,decision_maker,outcome_impact,retrospective_assessment
DEC-01358,EXP-881-006,5,collect,,priority_specimen,crew_leader,neutral,correct
DEC-01359,EXP-881-006,5,retreat,,pause,crew_leader,neutral,correct
DEC-01360,EXP-881-006,7,collect,,standard_specimen,crew_leader,critical_positive,correct
DEC-01361,EXP-881-006,8,engage,,cautious_approach,crew_leader,neutral,correct
DEC-01362,EXP-881-006,9,retreat,,full_retreat,crew_leader,negative,unknown
DEC-01364,EXP-881-006,12,engage,,cautious_approach,crew_leader,positive,correct
DEC-01363,EXP-881-006,13,route,,retreat_path,crew_leader,neutral,correct
DEC-01365,EXP-881-006,14,retreat,,proceed,crew_leader,positive,correct
DEC-01366,EXP-881-007,1,camp,,continue,crew_leader,positive,correct
DEC-01367,EXP-881-007,2,route,,retreat_path,crew_leader,neutral,correct
DEC-01368,EXP-881-007,5,collect,,skip,crew_leader,positive,correct
DEC-01369,EXP-881-007,7,retreat,,proceed,crew_leader,neutral,correct
DEC-01370,EXP-881-007,9,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01371,EXP-881-007,11,retreat,,proceed,crew_leader,critical_negative,unknown
DEC-01372,EXP-881-007,13,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01373,EXP-881-007,14,retreat,,pause,crew_leader,negative,unknown
DEC-01374,EXP-881-007,16,engage,,avoid,crew_leader,critical_negative,unknown
DEC-01375,EXP-881-007,16,route,,retreat_path,crew_leader,positive,correct
DEC-01376,EXP-881-007,19,camp,,standard_site,crew_leader,critical_positive,correct
DEC-01377,EXP-881-007,21,engage,,cautious_approach,crew_leader,negative,unknown
DEC-01378,EXP-881-007,24,retreat,,partial_retreat,crew_leader,critical_negative,unknown
DEC-01379,EXP-881-007,25,engage,,observe,crew_leader,neutral,inconclusive
DEC-01380,EXP-881-007,27,engage,,avoid,crew_leader,neutral,correct
DEC-01381,EXP-881-007,30,route,,retreat_path,crew_leader,critical_negative,inconclusive
DEC-01382,EXP-881-008,1,collect,,skip,crew_leader,neutral,correct
DEC-01383,EXP-881-008,1,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-01384,EXP-881-008,3,collect,,standard_specimen,crew_leader,positive,correct
DEC-01385,EXP-881-008,7,route,,primary_path,crew_leader,positive,correct
DEC-01386,EXP-881-008,8,collect,,priority_specimen,crew_leader,positive,correct
DEC-01387,EXP-881-008,11,camp,,emergency_site,crew_leader,positive,correct
DEC-01388,EXP-881-008,13,route,,retreat_path,crew_leader,neutral,inconclusive
DEC-01389,EXP-881-008,14,retreat,,pause,crew_leader,positive,correct
DEC-01391,EXP-881-009,1,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-01390,EXP-881-009,2,camp,,standard_site,crew_leader,negative,incorrect
DEC-01392,EXP-881-009,5,collect,,priority_specimen,crew_leader,negative,inconclusive
DEC-01393,EXP-881-009,6,collect,,skip,crew_leader,critical_positive,correct
DEC-01394,EXP-881-009,9,camp,,standard_site,crew_leader,critical_negative,incorrect
DEC-01395,EXP-881-009,10,camp,,emergency_site,crew_leader,positive,correct
DEC-01396,EXP-881-010,2,camp,,continue,crew_leader,critical_negative,unknown
DEC-01397,EXP-881-010,4,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-01398,EXP-881-010,4,route,,primary_path,crew_leader,critical_positive,correct
DEC-01399,EXP-881-011,1,collect,,standard_specimen,crew_leader,neutral,correct
DEC-01400,EXP-881-011,1,collect,,priority_specimen,crew_leader,positive,correct
DEC-01401,EXP-881-011,4,camp,,standard_site,crew_leader,neutral,correct
DEC-01402,EXP-881-011,6,collect,,priority_specimen,crew_leader,neutral,correct
DEC-01403,EXP-881-011,8,collect,,extensive_collection,crew_leader,positive,correct
DEC-01404,EXP-881-011,8,camp,,continue,crew_leader,positive,correct
DEC-01405,EXP-881-011,11,retreat,,pause,crew_leader,neutral,correct
DEC-01406,EXP-881-011,13,camp,,emergency_site,crew_leader,positive,correct
DEC-01407,EXP-881-012,2,camp,,emergency_site,crew_leader,positive,correct
DEC-01408,EXP-881-012,4,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01409,EXP-881-012,4,camp,,continue,crew_leader,positive,correct
DEC-01410,EXP-881-012,6,engage,,avoid,crew_leader,neutral,correct
DEC-01411,EXP-881-012,10,retreat,,full_retreat,crew_leader,positive,correct
DEC-01412,EXP-882-001,1,route,,alternate_path,crew_leader,neutral,inconclusive
DEC-01413,EXP-882-001,3,collect,,extensive_collection,crew_leader,positive,correct
DEC-01414,EXP-882-001,6,engage,,observe,crew_leader,positive,correct
DEC-01415,EXP-882-001,7,collect,,extensive_collection,crew_leader,positive,correct
DEC-01416,EXP-882-001,9,camp,,standard_site,crew_leader,positive,correct
DEC-01417,EXP-882-002,1,engage,,avoid,crew_leader,positive,correct
DEC-01418,EXP-882-002,1,camp,,defensive_site,crew_leader,positive,correct
DEC-01419,EXP-882-002,5,engage,,observe,crew_leader,positive,correct
DEC-01421,EXP-882-002,6,collect,,extensive_collection,crew_leader,neutral,correct
DEC-01420,EXP-882-002,7,camp,,standard_site,crew_leader,positive,correct
DEC-01422,EXP-882-002,10,collect,,extensive_collection,crew_leader,positive,correct
DEC-01423,EXP-882-003,2,camp,,defensive_site,crew_leader,neutral,correct
DEC-01424,EXP-882-003,4,collect,,extensive_collection,crew_leader,positive,correct
DEC-01425,EXP-882-003,4,retreat,,full_retreat,crew_leader,positive,correct
DEC-01426,EXP-882-003,7,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-01427,EXP-882-003,8,route,,retreat_path,crew_leader,neutral,correct
DEC-01428,EXP-882-004,1,camp,,standard_site,crew_leader,positive,correct
DEC-01429,EXP-882-004,3,camp,,continue,crew_leader,neutral,correct
DEC-01430,EXP-882-004,5,route,,investigate,crew_leader,neutral,inconclusive
DEC-01431,EXP-882-004,7,camp,,standard_site,crew_leader,positive,correct
DEC-01432,EXP-882-004,8,collect,,skip,crew_leader,neutral,inconclusive
DEC-01433,EXP-882-005,1,route,,retreat_path,crew_leader,positive,correct
DEC-01434,EXP-882-005,3,retreat,,full_retreat,crew_leader,critical_negative,incorrect
DEC-01435,EXP-882-005,6,retreat,,full_retreat,crew_leader,positive,correct
DEC-01436,EXP-882-005,7,collect,,priority_specimen,crew_leader,positive,correct
DEC-01437,EXP-882-005,12,engage,,avoid,crew_leader,critical_positive,correct
DEC-01438,EXP-882-005,14,camp,,defensive_site,crew_leader,neutral,correct
DEC-01439,EXP-882-006,2,route,,investigate,crew_leader,critical_negative,inconclusive
DEC-01440,EXP-882-006,4,retreat,,partial_retreat,crew_leader,critical_positive,correct
DEC-01441,EXP-882-006,6,collect,,skip,crew_leader,critical_negative,unknown
DEC-01442,EXP-882-006,8,route,,retreat_path,crew_leader,critical_negative,unknown
DEC-01443,EXP-882-006,8,route,,investigate,crew_leader,negative,unknown
DEC-01444,EXP-882-006,10,collect,,priority_specimen,crew_leader,critical_positive,correct
DEC-01445,EXP-882-006,14,retreat,,partial_retreat,crew_leader,critical_negative,inconclusive
DEC-01446,EXP-882-006,14,engage,,observe,crew_leader,critical_negative,unknown
DEC-01447,EXP-882-006,16,camp,,continue,crew_leader,negative,incorrect
DEC-01448,EXP-882-006,20,engage,,cautious_approach,crew_leader,neutral,correct
DEC-01449,EXP-882-007,1,route,,retreat_path,crew_leader,critical_negative,unknown
DEC-01450,EXP-882-007,4,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-01451,EXP-882-007,5,collect,,priority_specimen,crew_leader,positive,correct
DEC-01452,EXP-882-007,6,engage,,avoid,crew_leader,neutral,correct
DEC-01453,EXP-882-007,8,collect,,skip,crew_leader,neutral,correct
DEC-01454,EXP-882-007,10,collect,,extensive_collection,crew_leader,negative,inconclusive
DEC-01455,EXP-882-007,12,collect,,extensive_collection,crew_leader,critical_negative,inconclusive
DEC-01456,EXP-882-007,16,route,,alternate_path,crew_leader,critical_positive,correct
DEC-01457,EXP-882-007,17,route,,retreat_path,crew_leader,negative,unknown
DEC-01458,EXP-882-008,1,retreat,,full_retreat,crew_leader,positive,correct
DEC-01459,EXP-882-008,4,engage,,cautious_approach,crew_leader,neutral,correct
DEC-01460,EXP-882-008,5,retreat,,full_retreat,crew_leader,positive,correct
DEC-01461,EXP-882-008,7,collect,,priority_specimen,crew_leader,positive,correct
DEC-01462,EXP-882-009,1,camp,,continue,crew_leader,neutral,inconclusive
DEC-01463,EXP-882-009,1,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-01464,EXP-882-009,3,engage,,direct_engagement,crew_leader,neutral,correct
DEC-01465,EXP-882-009,6,engage,,direct_engagement,crew_leader,positive,correct
DEC-01466,EXP-882-009,8,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-01467,EXP-882-009,10,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-01468,EXP-882-009,11,engage,,observe,crew_leader,neutral,inconclusive
DEC-01469,EXP-882-010,2,collect,,priority_specimen,crew_leader,neutral,correct
DEC-01470,EXP-882-010,3,engage,,avoid,crew_leader,critical_positive,correct
DEC-01471,EXP-882-010,3,collect,,priority_specimen,crew_leader,positive,correct
DEC-01472,EXP-882-010,4,camp,,continue,crew_leader,positive,correct
DEC-01473,EXP-882-010,8,retreat,,pause,crew_leader,positive,correct
DEC-01474,EXP-882-010,8,retreat,,partial_retreat,crew_leader,neutral,inconclusive
DEC-01475,EXP-882-010,9,engage,,observe,crew_leader,neutral,correct
DEC-01476,EXP-882-010,12,camp,,continue,crew_leader,positive,correct
DEC-01477,EXP-882-010,14,camp,,defensive_site,crew_leader,positive,correct
DEC-01478,EXP-882-010,14,camp,,standard_site,crew_leader,positive,correct
DEC-01479,EXP-882-011,1,engage,,observe,crew_leader,neutral,inconclusive
DEC-01480,EXP-882-011,2,camp,,continue,crew_leader,neutral,correct
DEC-01481,EXP-882-011,4,route,,investigate,crew_leader,neutral,inconclusive
DEC-01482,EXP-882-011,8,camp,,emergency_site,crew_leader,critical_positive,correct
DEC-01483,EXP-882-011,9,engage,,cautious_approach,crew_leader,positive,correct
DEC-01484,EXP-883-001,1,engage,,direct_engagement,crew_leader,positive,correct
DEC-01485,EXP-883-001,2,engage,,observe,crew_leader,positive,correct
DEC-01486,EXP-883-001,6,retreat,,pause,crew_leader,positive,correct
DEC-01487,EXP-883-001,8,engage,,observe,crew_leader,positive,correct
DEC-01488,EXP-883-001,9,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01489,EXP-883-001,11,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-01490,EXP-883-002,1,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01491,EXP-883-002,3,collect,,priority_specimen,crew_leader,negative,inconclusive
DEC-01492,EXP-883-002,4,collect,,skip,crew_leader,positive,correct
DEC-01493,EXP-883-002,7,collect,,extensive_collection,crew_leader,critical_negative,inconclusive
DEC-01494,EXP-883-002,11,retreat,,pause,crew_leader,neutral,inconclusive
DEC-01495,EXP-883-002,11,route,,investigate,crew_leader,critical_negative,incorrect
DEC-01496,EXP-883-002,14,retreat,,pause,crew_leader,negative,unknown
DEC-01497,EXP-883-002,18,route,,primary_path,crew_leader,positive,correct
DEC-01498,EXP-883-003,2,collect,,priority_specimen,crew_leader,positive,correct
DEC-01499,EXP-883-003,2,engage,,observe,crew_leader,critical_negative,inconclusive
DEC-01500,EXP-883-003,4,camp,,defensive_site,crew_leader,negative,inconclusive
DEC-01501,EXP-883-003,6,engage,,direct_engagement,crew_leader,positive,correct
DEC-01502,EXP-883-003,6,camp,,continue,crew_leader,neutral,inconclusive
DEC-01503,EXP-883-003,9,camp,,defensive_site,crew_leader,neutral,inconclusive
DEC-01504,EXP-883-004,1,collect,,standard_specimen,crew_leader,positive,correct
DEC-01505,EXP-883-004,2,camp,,defensive_site,crew_leader,positive,correct
DEC-01506,EXP-883-004,4,collect,,priority_specimen,crew_leader,neutral,inconclusive
DEC-01507,EXP-883-004,9,retreat,,proceed,crew_leader,neutral,correct
DEC-01508,EXP-883-004,9,engage,,cautious_approach,crew_leader,positive,correct
DEC-01509,EXP-883-005,2,camp,,standard_site,crew_leader,neutral,correct
DEC-01510,EXP-883-005,3,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01511,EXP-883-005,3,camp,,defensive_site,crew_leader,positive,correct
DEC-01512,EXP-883-006,1,retreat,,full_retreat,crew_leader,negative,unknown
DEC-01513,EXP-883-006,3,collect,,extensive_collection,crew_leader,critical_negative,unknown
DEC-01514,EXP-883-006,5,camp,,emergency_site,crew_leader,critical_negative,incorrect
DEC-01515,EXP-883-006,7,camp,,continue,crew_leader,critical_negative,incorrect
DEC-01516,EXP-883-006,10,route,,primary_path,crew_leader,neutral,correct
DEC-01517,EXP-883-006,12,camp,,defensive_site,crew_leader,critical_negative,incorrect
DEC-01518,EXP-883-006,14,retreat,,pause,crew_leader,critical_negative,unknown
DEC-01519,EXP-883-006,15,camp,,defensive_site,crew_leader,critical_negative,inconclusive
DEC-01520,EXP-883-006,18,collect,,priority_specimen,crew_leader,positive,correct
DEC-01521,EXP-883-006,20,retreat,,proceed,crew_leader,positive,correct
DEC-01522,EXP-883-006,23,engage,,cautious_approach,crew_leader,negative,inconclusive
DEC-01523,EXP-883-006,24,engage,,avoid,crew_leader,positive,correct
DEC-01524,EXP-883-007,1,route,,investigate,crew_leader,neutral,correct
DEC-01525,EXP-883-007,4,camp,,emergency_site,crew_leader,neutral,correct
DEC-01526,EXP-883-007,5,retreat,,pause,crew_leader,positive,correct
DEC-01527,EXP-883-007,8,collect,,standard_specimen,crew_leader,positive,correct
DEC-01528,EXP-883-007,11,collect,,extensive_collection,crew_leader,neutral,inconclusive
DEC-01529,EXP-883-008,1,collect,,skip,crew_leader,neutral,inconclusive
DEC-01530,EXP-883-008,3,engage,,cautious_approach,crew_leader,positive,correct
DEC-01531,EXP-883-008,5,retreat,,pause,crew_leader,negative,incorrect
DEC-01532,EXP-883-008,7,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-01533,EXP-883-008,8,retreat,,proceed,crew_leader,neutral,correct
DEC-01534,EXP-883-008,12,collect,,standard_specimen,crew_leader,positive,correct
DEC-01535,EXP-883-009,2,route,,investigate,crew_leader,positive,correct
DEC-01536,EXP-883-009,3,route,,investigate,crew_leader,positive,correct
DEC-01537,EXP-883-009,3,route,,primary_path,crew_leader,neutral,inconclusive
DEC-01538,EXP-883-009,5,camp,,standard_site,crew_leader,positive,correct
DEC-01539,EXP-883-009,6,retreat,,pause,crew_leader,neutral,inconclusive
DEC-01540,EXP-884-001,1,engage,,avoid,crew_leader,neutral,inconclusive
DEC-01541,EXP-884-001,2,retreat,,pause,crew_leader,positive,correct
DEC-01542,EXP-884-001,4,collect,,skip,crew_leader,neutral,correct
DEC-01543,EXP-884-001,6,retreat,,full_retreat,crew_leader,positive,correct
DEC-01544,EXP-884-001,6,camp,,standard_site,crew_leader,neutral,inconclusive
DEC-01545,EXP-884-002,2,engage,,observe,crew_leader,negative,incorrect
DEC-01546,EXP-884-002,4,retreat,,full_retreat,crew_leader,negative,unknown
DEC-01547,EXP-884-002,5,retreat,,partial_retreat,crew_leader,negative,unknown
DEC-01548,EXP-884-002,6,route,,primary_path,crew_leader,negative,incorrect
DEC-01549,EXP-884-002,9,engage,,avoid,crew_leader,negative,inconclusive
DEC-01550,EXP-884-002,10,engage,,direct_engagement,crew_leader,positive,correct
DEC-01551,EXP-884-002,14,camp,,standard_site,crew_leader,negative,inconclusive
DEC-01552,EXP-884-002,15,retreat,,full_retreat,crew_leader,neutral,correct
DEC-01553,EXP-884-003,1,collect,,standard_specimen,crew_leader,neutral,inconclusive
DEC-01554,EXP-884-003,3,route,,primary_path,crew_leader,critical_positive,correct
DEC-01555,EXP-884-003,7,camp,,emergency_site,crew_leader,positive,correct
DEC-01556,EXP-884-003,9,camp,,continue,crew_leader,positive,correct
DEC-01557,EXP-884-004,1,retreat,,proceed,crew_leader,positive,correct
DEC-01558,EXP-884-004,3,retreat,,proceed,crew_leader,positive,correct
DEC-01559,EXP-884-004,5,retreat,,pause,crew_leader,positive,correct
DEC-01560,EXP-884-004,6,camp,,emergency_site,crew_leader,neutral,correct
DEC-01561,EXP-884-004,9,camp,,standard_site,crew_leader,positive,correct
DEC-01562,EXP-884-004,10,camp,,continue,crew_leader,neutral,inconclusive
DEC-01563,EXP-884-004,12,route,,retreat_path,crew_leader,positive,correct
DEC-01564,EXP-884-004,16,retreat,,proceed,crew_leader,neutral,inconclusive
DEC-01565,EXP-884-004,17,collect,,standard_specimen,crew_leader,positive,correct
DEC-01566,EXP-884-004,18,engage,,direct_engagement,crew_leader,neutral,inconclusive
DEC-01567,EXP-884-005,1,route,,retreat_path,crew_leader,critical_positive,correct
DEC-01568,EXP-884-005,4,collect,,skip,crew_leader,neutral,inconclusive
DEC-01569,EXP-884-005,5,engage,,observe,crew_leader,neutral,inconclusive
DEC-01570,EXP-884-005,7,retreat,,full_retreat,crew_leader,neutral,correct
DEC-01571,EXP-884-006,1,camp,,standard_site,crew_leader,critical_negative,unknown
DEC-01572,EXP-884-006,2,retreat,,partial_retreat,crew_leader,positive,correct
DEC-01573,EXP-884-006,4,engage,,cautious_approach,crew_leader,neutral,inconclusive
DEC-01574,EXP-884-006,8,engage,,direct_engagement,crew_leader,negative,unknown
DEC-01575,EXP-884-006,10,retreat,,partial_retreat,crew_leader,negative,unknown
DEC-01576,EXP-884-006,10,engage,,observe,crew_leader,positive,correct
DEC-01577,EXP-884-007,1,engage,,cautious_approach,crew_leader,negative,incorrect
DEC-01578,EXP-884-007,3,camp,,defensive_site,crew_leader,critical_negative,incorrect
DEC-01579,EXP-884-007,4,engage,,observe,crew_leader,critical_negative,incorrect
DEC-01580,EXP-884-007,8,collect,,skip,crew_leader,negative,incorrect
DEC-01581,EXP-884-007,8,camp,,continue,crew_leader,critical_positive,correct
DEC-01582,EXP-884-007,13,camp,,defensive_site,crew_leader,critical_positive,correct
DEC-01583,EXP-884-007,14,route,,alternate_path,crew_leader,negative,unknown
DEC-01584,EXP-884-007,17,route,,alternate_path,crew_leader,negative,incorrect
DEC-01585,EXP-884-007,19,camp,,standard_site,crew_leader,negative,incorrect
DEC-01586,EXP-884-007,21,route,,retreat_path,crew_leader,negative,incorrect
DEC-01587,EXP-884-007,22,camp,,continue,crew_leader,critical_negative,incorrect
DEC-01588,EXP-884-007,25,route,,alternate_path,crew_leader,positive,correct
DEC-01589,EXP-884-007,26,retreat,,partial_retreat,crew_leader,negative,incorrect
DEC-01590,EXP-884-008,1,camp,,continue,crew_leader,critical_positive,correct
