journey_id,traveler_id,traveler_type,start_year,end_year,start_place_id,end_place_id,sequence_places,sequence_boroughs,primary_outcome,total_distance_km,total_physical_risk,total_symbolic_risk,max_symbolic_risk,visited_mirado,visited_deadriver,visited_northo,loops_back_to_start
296,trav_0296,trader,2031,2031,YELLE_STALL_TOWN_W,YELLE_BONE_HUSK_MA,YELLE_STALL_TOWN_W;CAPIT_CENTRAL_ARCH;YELLE_OLD_ROPE_BRI;DEADR_DEAD_RIVER_W;YELLE_BONE_HUSK_MA,Yeller;Capital;Yeller;Deadriver;Yeller,archivist,75.67,21.5,29.5,8.0,False,True,False,True
297,trav_0297,archivist,2039,2039,CAPIT_KACHOT_CARDH,DENSM_SMOKELINE_IN,CAPIT_KACHOT_CARDH;YELLE_STALL_TOWN_B;YELLE_TRAP_FIELDS_;YELLE_BONE_HUSK_MA;CAPIT_CITY_WALL_EA;DENSM_SMOKELINE_IN,Capital;Yeller;Yeller;Yeller;Capital;Densmok,archivist,63.51,26.5,26.0,6.0,False,False,False,False
298,trav_0298,archivist,2031,2031,CAPIT_CITY_WALL_EA,DENSM_DENSMOK_HILL,CAPIT_CITY_WALL_EA;MIRAD_TOWER_LEVEL_;NORTH_HOUSE_OF_THE;CAPIT_PAPER_BINDER;MIRAD_MIRADO_GATE_;DEADR_BROKEN_DEADR;YELLE_TRAP_FIELDS_;CAPIT_KACHOT_CARDH;DENSM_DENSMOK_HILL,Capital;Mirado;Northo;Capital;Mirado;Deadriver;Yeller;Capital;Densmok,saint,171.45,36.5,56.5,9.5,True,True,True,False
299,trav_0299,teen,2033,2033,CAPEA_RIVERSLAND_S,YELLE_OLD_ROPE_BRI,CAPEA_RIVERSLAND_S;DENSM_DENSMOK_BUS_;YELLE_OLD_ROPE_BRI,Capeast;Densmok;Yeller,burned_out,37.94,8.0,8.0,5.0,False,False,False,False
300,trav_0300,novice,2031,2031,CAPIT_CITY_WALL_QU,CAPIT_OUTER_ARCHIV,CAPIT_CITY_WALL_QU;NORTH_NORTH_RIDGE_;MIRAD_MIRADO_GATE_;DEADR_DEADRIVER_SH;YELLE_STALL_TOWN_B;YELLE_YELLER_QUARR;CAPIT_OUTER_ARCHIV,Capital;Northo;Mirado;Deadriver;Yeller;Yeller;Capital,saint,98.2,31.0,44.0,9.0,True,True,True,True
301,trav_0301,archivist,2037,2037,CAPIT_CAPITAL_TRAI,CAPEA_RIVERSLAND_S,CAPIT_CAPITAL_TRAI;DENSM_SMOKELINE_IN;CAPEA_CAPEAST_STRI;MIRAD_MIRADO_STICK;CAPIT_CENTRAL_ARCH;DENSM_OVERPASS_GRA;CAPEA_DUSTY_SOCCER;DENSM_SMOKELINE_IN;CAPEA_RIVERSLAND_S,Capital;Densmok;Capeast;Mirado;Capital;Densmok;Capeast;Densmok;Capeast,ordinary,174.37,31.0,36.5,8.0,True,False,False,False
302,trav_0302,trader,2038,2038,YELLE_YELLER_QUARR,YELLE_QUARRY_RIM_S,YELLE_YELLER_QUARR;DEADR_DEAD_RIVER_E;DEADR_DEAD_RIVER_E;DEADR_FERRYMANS_DO;DEADR_DEADRIVER_SH;YELLE_TRAP_FIELDS_;YELLE_QUARRY_RIM_S,Yeller;Deadriver;Deadriver;Deadriver;Deadriver;Yeller;Yeller,burned_out,52.85,37.0,45.5,9.0,False,True,False,True
303,trav_0303,trader,2036,2036,CAPIT_SENATE_SQUAR,NORTH_NORTH_RIDGE_,CAPIT_SENATE_SQUAR;NORTH_NORTHO_GATEH;DEADR_FERRYMANS_DO;MIRAD_MIRADO_GATE_;CAPIT_CITY_WALL_QU;CAPIT_SENATE_SQUAR;CAPIT_SENATE_SQUAR;NORTH_NORTH_RIDGE_,Capital;Northo;Deadriver;Mirado;Capital;Capital;Capital;Northo,saint,126.02,25.5,53.0,9.0,True,True,True,False
304,trav_0304,teen,2035,2035,CAPEA_CAPEAST_USED,CAPIT_SENATE_SQUAR,CAPEA_CAPEAST_USED;DEADR_BROKEN_DEADR;CAPEA_RIVERSLAND_S;DENSM_OLD_QUARRY_R;YELLE_FLOODED_SINK;YELLE_QUARRY_RIM_S;CAPIT_SENATE_SQUAR,Capeast;Deadriver;Capeast;Densmok;Yeller;Yeller;Capital,witch,94.74,32.0,32.0,6.0,False,True,False,False
305,trav_0305,trader,2032,2032,YELLE_STALL_TOWN_W,YELLE_YELLER_QUARR,YELLE_STALL_TOWN_W;YELLE_STALL_TOWN_W;DEADR_DEAD_RIVER_W;MIRAD_TOWER_LEVEL_;DEADR_DEAD_RIVER_W;MIRAD_MIRADO_CAMPG;DEADR_FERRYMANS_DO;MIRAD_MIRADO_CAMPG;CAPIT_CITY_WALL_QU;MIRAD_MIRADO_GATE_;YELLE_YELLER_QUARR,Yeller;Yeller;Deadriver;Mirado;Deadriver;Mirado;Deadriver;Mirado;Capital;Mirado;Yeller,archivist,161.47,49.0,77.0,9.5,True,True,False,True
306,trav_0306,teen,2035,2035,CAPEA_RIVERSLAND_H,CAPIT_SENATE_SQUAR,CAPEA_RIVERSLAND_H;DEADR_DEAD_RIVER_E;CAPIT_SENATE_SQUAR,Capeast;Deadriver;Capital,burned_out,42.03,8.5,14.0,8.0,False,True,False,False
307,trav_0307,archivist,2031,2031,CAPIT_PAPER_BINDER,DEADR_DEADRIVER_SH,CAPIT_PAPER_BINDER;DENSM_DENSMOK_HILL;CAPIT_CITY_WALL_EA;YELLE_YELLER_QUARR;YELLE_TRAP_FIELDS_;CAPIT_INNER_TENEME;CAPEA_CAPEAST_USED;CAPIT_INNER_TENEME;DEADR_DEADRIVER_SH,Capital;Densmok;Capital;Yeller;Yeller;Capital;Capeast;Capital;Deadriver,missing,150.72,39.5,38.5,6.5,False,True,False,False
308,trav_0308,archivist,2034,2034,CAPIT_KACHOT_CARDH,YELLE_TRAP_FIELDS_,CAPIT_KACHOT_CARDH;NORTH_HOUSE_OF_STO;CAPIT_CENTRAL_ARCH;DENSM_OVERPASS_GRA;YELLE_YELLER_GUIDE;YELLE_TRAP_FIELDS_,Capital;Northo;Capital;Densmok;Yeller;Yeller,archivist,73.9,17.5,30.0,8.0,False,False,True,False
309,trav_0309,archivist,2039,2039,CAPIT_CAPITAL_TRAI,CAPIT_CAPITAL_TRAI,CAPIT_CAPITAL_TRAI;DENSM_DENSMOK_BUS_;CAPEA_CAPEAST_WALM;DEADR_FERRYMANS_DO;CAPIT_CAPITAL_TRAI,Capital;Densmok;Capeast;Deadriver;Capital,ordinary,81.37,15.0,19.0,6.5,False,True,False,True
310,trav_0310,novice,2037,2037,NORTH_HOUSE_OF_STO,MIRAD_TOWER_LEVEL_,NORTH_HOUSE_OF_STO;CAPIT_PAPER_BINDER;NORTH_NORTH_RIDGE_;CAPIT_DEADRIVER_FE;DEADR_FERRYMANS_DO;CAPEA_RIVERSLAND_H;DEADR_DEADRIVER_SH;MIRAD_TOWER_LEVEL_,Northo;Capital;Northo;Capital;Deadriver;Capeast;Deadriver;Mirado,saint,144.78,25.5,50.0,9.0,True,True,True,False
311,trav_0311,archivist,2039,2039,CAPIT_PAPER_BINDER,YELLE_TRAP_FIELDS_,CAPIT_PAPER_BINDER;NORTH_HOUSE_OF_STO;CAPIT_INNER_TENEME;CAPEA_MIRADO_STICK;MIRAD_MIRADO_CAMPG;CAPIT_SENATE_SQUAR;DENSM_OVERPASS_GRA;CAPEA_CAPEAST_ARTE;CAPIT_CITY_WALL_QU;YELLE_TRAP_FIELDS_,Capital;Northo;Capital;Capeast;Mirado;Capital;Densmok;Capeast;Capital;Yeller,archivist,144.81,33.5,49.0,7.0,True,False,True,False
312,trav_0312,teen,2036,2036,CAPEA_CAPEAST_STRI,CAPEA_RIVERSLAND_H,CAPEA_CAPEAST_STRI;CAPIT_INNER_TENEME;CAPEA_RIVERSLAND_H,Capeast;Capital;Capeast,ordinary,38.0,8.0,7.5,4.0,False,False,False,True
313,trav_0313,senator,2030,2030,CAPIT_CENTRAL_ARCH,CAPIT_CENTRAL_ARCH,CAPIT_CENTRAL_ARCH;DENSM_DENSMOK_BUS_;CAPIT_KACHOT_CARDH;NORTH_COLLAPSED_CH;CAPIT_CENTRAL_ARCH,Capital;Densmok;Capital;Northo;Capital,ordinary,70.43,14.0,24.0,8.0,False,False,True,True
314,trav_0314,novice,2035,2035,NORTH_PILGRIM_WAY_,NORTH_TRIAL_FIELD_,NORTH_PILGRIM_WAY_;CAPIT_CITY_WALL_QU;CAPEA_CAPEAST_ARTE;DENSM_SMOKELINE_IN;CAPIT_KACHOT_CARDH;NORTH_NORTHO_GATEH;MIRAD_TOWER_LEVEL_;NORTH_TRIAL_FIELD_,Northo;Capital;Capeast;Densmok;Capital;Northo;Mirado;Northo,saint,134.02,29.0,41.5,9.0,True,False,True,True
315,trav_0315,teen,2037,2037,DENSM_DENSMOK_BUS_,DEADR_FERRYMANS_DO,DENSM_DENSMOK_BUS_;CAPIT_PAPER_BINDER;DEADR_FERRYMANS_DO,Densmok;Capital;Deadriver,missing,42.86,6.0,11.0,7.0,False,True,False,False
316,trav_0316,senator,2030,2030,CAPIT_DEADRIVER_FE,DEADR_DEAD_RIVER_W,CAPIT_DEADRIVER_FE;MIRAD_MIRADO_GATE_;DEADR_DEAD_RIVER_W,Capital;Mirado;Deadriver,missing,35.94,8.5,17.0,9.0,True,True,False,False
317,trav_0317,teen,2031,2031,CAPEA_MIRADO_STICK,YELLE_YELLER_QUARR,CAPEA_MIRADO_STICK;CAPIT_SENATE_SQUAR;YELLE_YELLER_QUARR,Capeast;Capital;Yeller,ordinary,35.98,9.0,13.0,7.0,False,False,False,False
318,trav_0318,archivist,2034,2034,CAPIT_SENATE_SQUAR,YELLE_STALL_TOWN_W,CAPIT_SENATE_SQUAR;YELLE_YELLER_QUARR;YELLE_FLOODED_SINK;CAPIT_CENTRAL_ARCH;MIRAD_MIRADO_STICK;DEADR_DEAD_RIVER_W;YELLE_STALL_TOWN_W,Capital;Yeller;Yeller;Capital;Mirado;Deadriver;Yeller,archivist,106.28,35.0,46.0,8.5,True,True,False,False
319,trav_0319,teen,2038,2038,DENSM_DENSMOK_STRI,DENSM_DENSMOK_BUS_,DENSM_DENSMOK_STRI;CAPIT_CAPITAL_TRAI;DEADR_DEAD_RIVER_E;CAPEA_MIRADO_STICK;DENSM_DENSMOK_BUS_,Densmok;Capital;Deadriver;Capeast;Densmok,burned_out,78.2,16.0,21.0,7.0,False,True,False,True
320,trav_0320,senator,2031,2031,CAPIT_DEADRIVER_FE,CAPIT_CITY_WALL_EA,CAPIT_DEADRIVER_FE;YELLE_YELLER_QUARR;CAPIT_CAPITAL_TRAI;YELLE_OLD_ROPE_BRI;DEADR_DEAD_RIVER_E;CAPIT_KACHOT_CARDH;DEADR_FERRYMANS_DO;CAPIT_CITY_WALL_EA,Capital;Yeller;Capital;Yeller;Deadriver;Capital;Deadriver;Capital,burned_out,152.73,39.0,47.5,8.0,False,True,False,True
