trajectory_id,trajectory_name,origin_form_id,origin_form_name,destination_form_id,destination_form_name,origin_basin_id,destination_basin_id,trajectory_type,total_distance,geodesic_distance,efficiency,duration_days,waypoint_count,waypoint_ids,basin_crossings,ridge_crossings,directness,confidence_at_origin,arrival_accuracy,outcome,entity_type,entity_id,first_documented,documenter,documentation_method,confidence,notes
NT-0461,Path to Form 0067,MS-0077,Form 0077,MS-0067,Form 0067,BA-009,BA-046,learned,0.2663,0.2614,0.982,52,3,"MS-0020,MS-0082,MS-0049",1,1,0.791,0.298,0.0,successful_arrival,creature,,920,R. Voss,experimental_induction,0.86,
NT-0462,Journey 204,MS-0032,Form 0032,MS-0075,Form 0075,BA-038,BA-009,exploratory,1.1211,0.9368,0.836,99,1,MS-0056,1,0,0.669,0.224,0.0,successful_arrival,creature,EN-044,929,R. Voss,direct_observation,0.719,Efficiency: 0.84 of geodesic optimum.
NT-0463,Path to Form 0067,,,MS-0067,Form 0067,,BA-046,developmental,0.989,0.865,0.875,139,2,"MS-0097,MS-0091",1,0,0.986,0.8,0.0,successful_arrival,creature,,918,T. Vells,direct_observation,0.79,Trajectory documented over 139 days.
NT-0464,Journey 311,MS-0057,Form 0057,MS-0025,Form 0025,BA-017,BA-039,exploratory,1.7997,1.5688,0.872,192,1,MS-0027,1,0,0.98,0.628,0.0,successful_arrival,phenomenon,,919,K. Strand,experimental_induction,0.647,Passed through 1 intermediate forms.
NT-0465,Form 0063 Trajectory 99,,,MS-0063,Form 0063,,BA-007,developmental,3.0,0.6769,0.145,326,3,"MS-0049,MS-0072,MS-0046",1,1,0.132,0.8,0.2368,dissolved,phenomenon,EN-232,921,Western Archive Team,direct_observation,0.525,Trajectory documented over 326 days.
NT-0466,Form 0097 Trajectory 74,MS-0043,Form 0043,MS-0097,Form 0097,BA-010,BA-025,learned,3.0,1.0298,0.317,342,2,"MS-0075,MS-0055",4,4,0.285,0.429,0.3772,lost,creature,EN-088,928,K. Strand,retrospective_inference,0.926,4 basin boundaries crossed during navigation.
NT-0467,Journey 860,MS-0041,Form 0041,MS-0076,Form 0076,BA-026,BA-026,regenerative,0.0138,0.01,0.726,9,0,,0,0,0.675,0.221,0.0,successful_arrival,phenomenon,,920,C. Vells,form_tracking,0.778,0 basin boundaries crossed during navigation.
NT-0468,Rapid Form 0074 Approach,MS-0041,Form 0041,MS-0074,Form 0074,BA-026,BA-004,exploratory,3.0,1.8241,0.534,292,6,"MS-0006,MS-0001,MS-0065,MS-0098,MS-0099,MS-0037",3,1,0.602,0.661,0.4067,adjacent_arrival,creature,,918,Boundary Commission,retrospective_inference,0.599,3 basin boundaries crossed during navigation.
NT-0469,Path to Form 0065,MS-0085,Form 0085,MS-0065,Form 0065,BA-014,BA-034,developmental,1.6596,1.1635,0.701,151,2,"MS-0011,MS-0088",1,0,0.804,0.8,0.0,successful_arrival,creature,,926,K. Strand,direct_observation,0.929,
NT-0470,Journey 123,MS-0016,Form 0016,MS-0030,Form 0030,BA-034,BA-032,instinctive,1.5023,1.3574,0.904,180,0,,1,2,0.753,0.8,0.0,successful_arrival,creature,,918,Western Archive Team,direct_observation,0.614,Passed through 0 intermediate forms.
NT-0471,Journey 290,MS-0099,Form 0099,MS-0091,Form 0091,BA-010,BA-026,instinctive,2.3815,2.0,0.84,225,4,"MS-0079,MS-0066,MS-0027,MS-0057",1,2,0.888,0.8,0.0,successful_arrival,creature,,920,Western Archive Team,direct_observation,0.878,Efficiency: 0.84 of geodesic optimum.
NT-0472,Form 0046 Trajectory 49,MS-0089,Form 0089,MS-0046,Form 0046,BA-002,BA-039,regenerative,2.6008,0.5494,0.211,309,2,"MS-0076,MS-0005",4,0,0.22,0.412,0.3492,dissolved,structure,EN-007,928,Western Archive Team,direct_observation,0.745,Trajectory documented over 309 days.
NT-0473,Form 0098 Trajectory 50,MS-0033,Form 0033,MS-0098,Form 0098,BA-035,BA-017,developmental,1.9463,1.7711,0.91,236,3,"MS-0035,MS-0038,MS-0002",3,0,0.997,0.8,0.0,successful_arrival,behavior_pattern,EN-153,929,Archive Survey Team,direct_observation,0.612,Passed through 3 intermediate forms.
NT-0474,Path to Form 0017,MS-0089,Form 0089,MS-0017,Form 0017,BA-002,BA-023,developmental,1.7549,1.352,0.77,167,5,"MS-0047,MS-0074,MS-0074,MS-0096,MS-0094",1,2,0.637,0.8,0.0,successful_arrival,creature,,926,Western Archive Team,direct_observation,0.543,Efficiency: 0.77 of geodesic optimum.
NT-0475,Turbulent Descent to BA-007,MS-0039,Form 0039,MS-0093,Form 0093,BA-007,BA-007,developmental,0.0101,0.01,0.994,1,2,"MS-0088,MS-0056",0,1,0.933,0.8,0.0,successful_arrival,creature,,924,Western Archive Team,form_tracking,0.513,Passed through 2 intermediate forms.
NT-0476,Form 0081 Trajectory 84,MS-0027,The Five-Body Form,MS-0081,Form 0081,BA-005,BA-025,developmental,1.4822,1.3097,0.884,146,4,"MS-0057,MS-0022,MS-0016,MS-0084",1,0,0.985,0.8,0.0,successful_arrival,creature,EN-473,924,Boundary Commission,form_tracking,0.769,Trajectory documented over 146 days.
NT-0477,Third Form 0016 Approach,MS-0018,Form 0018,MS-0016,Form 0016,BA-025,BA-034,instinctive,3.0,1.4218,0.297,306,1,MS-0056,4,0,0.342,0.8,0.0509,dissolved,creature,,919,Western Archive Team,form_tracking,0.825,System showed instinctive navigation pattern.
NT-0478,Form 0072 Trajectory 94,,,MS-0072,Form 0072,,BA-038,developmental,0.5399,0.5091,0.943,50,2,"MS-0048,MS-0070",3,0,1.0,0.8,0.0,successful_arrival,collective,,927,C. Vells,retrospective_inference,0.878,3 basin boundaries crossed during navigation.
NT-0479,Secondary Descent to BA-026,MS-0020,Form 0020,MS-0076,Form 0076,BA-038,BA-026,developmental,2.2186,1.8815,0.848,238,1,MS-0081,3,0,0.737,0.8,0.0,successful_arrival,structure,,926,R. Voss,direct_observation,0.694,
NT-0480,Efficient Form 0078 Approach,MS-0042,Form 0042,MS-0078,Form 0078,BA-032,BA-022,exploratory,1.4667,1.2594,0.859,191,1,MS-0095,2,3,0.823,0.615,0.0,successful_arrival,creature,EN-394,926,T. Vells,direct_observation,0.932,
NT-0481,Journey 486,MS-0091,Form 0091,MS-0008,Form 0008,BA-026,BA-036,developmental,0.9675,0.9135,0.944,113,2,"MS-0051,MS-0055",1,1,1.0,0.8,0.0,successful_arrival,phenomenon,,922,K. Strand,form_tracking,0.506,Passed through 2 intermediate forms.
NT-0482,Journey 312,MS-0050,Form 0050,MS-0060,Form 0060,BA-030,BA-023,regenerative,3.0,1.769,0.554,339,1,MS-0070,4,4,0.47,0.561,0.3967,adjacent_arrival,structure,,926,Western Archive Team,direct_observation,0.932,
NT-0483,Second Form 0100 Approach,MS-0022,Form 0022,MS-0100,Form 0100,BA-005,BA-017,regenerative,1.6107,1.4246,0.884,200,1,MS-0034,1,2,0.862,0.333,0.0,successful_arrival,creature,EN-129,929,T. Vells,retrospective_inference,0.851,Trajectory documented over 200 days.
NT-0484,Turbulent Descent to BA-001,MS-0037,Form 0037,MS-0010,Form 0010,BA-005,BA-001,developmental,0.8684,0.825,0.95,108,1,MS-0067,1,0,0.987,0.8,0.0,successful_arrival,behavior_pattern,,918,T. Vells,direct_observation,0.888,
NT-0485,Journey 511,MS-0084,Form 0084,MS-0023,Form 0023,BA-040,BA-041,exploratory,2.2762,1.4168,0.622,232,3,"MS-0074,MS-0078,MS-0069",3,2,0.578,0.65,0.1198,partial_arrival,structure,EN-012,918,R. Voss,form_tracking,0.546,Passed through 3 intermediate forms.
NT-0486,Journey 964,MS-0093,Form 0093,MS-0067,Form 0067,BA-007,BA-046,regenerative,3.0,1.8682,0.428,327,1,MS-0094,1,0,0.348,0.424,0.3712,partial_arrival,creature,,923,T. Vells,direct_observation,0.902,
NT-0487,Direct Descent to BA-005,MS-0010,Form 0010,MS-0027,The Five-Body Form,BA-001,BA-005,learned,0.8442,0.825,0.977,115,2,"MS-0025,MS-0075",3,2,1.0,0.31,0.0,successful_arrival,structure,EN-223,920,Archive Survey Team,direct_observation,0.841,Passed through 2 intermediate forms.
NT-0488,Smooth Descent to BA-039,MS-0057,Form 0057,MS-0046,Form 0046,BA-017,BA-039,developmental,1.9097,1.5688,0.822,179,2,"MS-0096,MS-0023",1,0,0.687,0.8,0.0,successful_arrival,phenomenon,,918,Archive Survey Team,form_tracking,0.615,System showed developmental navigation pattern.
NT-0489,Journey 304,MS-0053,Form 0053,MS-0049,Form 0049,BA-024,BA-045,instinctive,1.2758,0.9458,0.741,126,2,"MS-0018,MS-0076",1,2,0.711,0.8,0.0,successful_arrival,behavior_pattern,EN-399,923,C. Vells,retrospective_inference,0.855,1 basin boundaries crossed during navigation.
NT-0490,Northern Form 0038 Approach,MS-0025,Form 0025,MS-0038,Form 0038,BA-039,BA-046,learned,2.3459,1.4917,0.636,221,3,"MS-0037,MS-0019,MS-0018",4,3,0.633,0.651,0.1546,adjacent_arrival,creature,EN-001,928,Boundary Commission,form_tracking,0.743,
NT-0491,Secondary Descent to BA-018,MS-0080,Form 0080,MS-0066,Form 0066,BA-040,BA-018,forced,1.2843,1.1918,0.928,121,0,,3,3,0.823,0.519,0.0,successful_arrival,creature,EN-240,930,Boundary Commission,retrospective_inference,0.733,Trajectory documented over 121 days.
NT-0492,Gradual Descent to BA-038,MS-0067,Form 0067,MS-0059,Form 0059,BA-046,BA-038,regenerative,1.1413,0.8891,0.779,143,2,"MS-0054,MS-0047",2,3,0.886,0.399,0.0,successful_arrival,creature,,931,Archive Survey Team,direct_observation,0.781,System showed regenerative navigation pattern.
NT-0493,Journey 444,MS-0076,Form 0076,MS-0054,Form 0054,BA-026,BA-025,learned,1.7599,1.4767,0.839,195,0,,3,0,0.807,0.347,0.0,successful_arrival,structure,,920,Western Archive Team,direct_observation,0.705,3 basin boundaries crossed during navigation.
NT-0494,Journey 792,MS-0011,Form 0011,MS-0075,Form 0075,BA-002,BA-009,developmental,1.2429,1.0284,0.827,147,3,"MS-0010,MS-0088,MS-0057",3,4,0.701,0.8,0.0,successful_arrival,structure,,923,T. Vells,direct_observation,0.58,Efficiency: 0.83 of geodesic optimum.
NT-0495,Primary Form 0053 Approach,MS-0095,Form 0095,MS-0053,Form 0053,BA-050,BA-024,forced,1.5397,1.3953,0.906,176,2,"MS-0001,MS-0036",1,0,0.977,0.637,0.0,successful_arrival,behavior_pattern,EN-019,929,Western Archive Team,form_tracking,0.808,Passed through 2 intermediate forms.
NT-0496,Second Descent to BA-015,MS-0082,Form 0082,MS-0003,The Breathing Mode,BA-032,BA-015,developmental,1.2914,0.887,0.687,113,1,MS-0096,2,1,0.756,0.8,0.0771,partial_arrival,creature,EN-287,918,R. Voss,retrospective_inference,0.561,Efficiency: 0.69 of geodesic optimum.
NT-0497,Form 0060 Trajectory 52,MS-0075,Form 0075,MS-0060,Form 0060,BA-009,BA-023,regenerative,2.0183,1.6358,0.81,232,1,MS-0072,3,2,0.886,0.432,0.0,successful_arrival,phenomenon,EN-095,922,Western Archive Team,form_tracking,0.919,Observed by Western Archive Team in Year 922.
NT-0498,Journey 242,MS-0075,Form 0075,MS-0077,Form 0077,BA-009,BA-009,developmental,0.0137,0.01,0.73,1,0,,0,1,0.79,0.8,0.0,successful_arrival,creature,,924,K. Strand,direct_observation,0.822,
NT-0499,Primary The Septenary Rhythm Approach,MS-0085,Form 0085,MS-0006,The Septenary Rhythm,BA-014,BA-006,developmental,1.1358,0.8236,0.725,105,2,"MS-0066,MS-0008",3,3,0.621,0.8,0.0,successful_arrival,structure,,921,Western Archive Team,form_tracking,0.849,
NT-0500,Path to Form 0012,MS-0002,The Binary Division,MS-0012,Form 0012,BA-002,BA-042,developmental,1.5145,0.8788,0.58,140,3,"MS-0016,MS-0069,MS-0003",2,3,0.564,0.8,0.2354,adjacent_arrival,behavior_pattern,EN-399,923,Archive Survey Team,direct_observation,0.569,System showed developmental navigation pattern.
