survey_id,survey_name,survey_type,region_covered,basin_ids_covered,start_year,end_year,forms_cataloged,basins_mapped,ridges_traced,geodesics_calculated,curvature_points,anomalies_found,lead_surveyor,team_size,sponsoring_institution,primary_method,innovations,success_rating,key_findings,controversies,follow_up_surveys,notes
LS-0420,Survey LS-0420,targeted_basin,Breathing Hollow and immediate neighbors,BA-015,923,923,23,1,4,3,7,0,Independent Scholar,3,Senate Survey,trajectory_analysis,New saddle point detection technique.,0.79,New geodesic path documented connecting Five-Body Basin to Binary Basin.,Results conflict with Year 921 survey.,,
LS-0421,Survey LS-0421,form_catalog,Form census in Central Grid,BA-045,926,926,8,3,0,0,0,1,Archive Survey Team,1,Independent Scholar,boundary_mapping,,0.57,New geodesic path documented connecting Quintic Basin to Five-Body Basin.,,,Used improved instrumentation from Year 930.
LS-0422,Survey 0422,form_catalog,Form census in Western Boundary,"BA-005,BA-017",929,929,15,5,0,0,0,0,T. Vells,2,Boundary Commission,boundary_mapping,Introduced confidence scoring system.,0.76,"Identified new basin boundary at coordinates (-0.13, -0.02).",Methodology questioned by Western Archive.,,Follow-up to earlier inconclusive results.
LS-0423,Survey LS-0423,comprehensive,"Full morphospace grid, focus on Northern Morphospace","BA-042,BA-023,BA-034,BA-024,BA-001,BA-041,BA-026,BA-044,BA-020,BA-003,BA-039",921,921,4,1,2,1,5,1,C. Vells,1,Independent Scholar,trajectory_analysis,Systematic grid approach adopted.,0.53,New geodesic path documented connecting Septenary Basin to Binary Basin.,Methodology questioned by Senate Survey.,,Part of multi-year mapping initiative.
LS-0424,Survey LS-0424,ridge_survey,Ridge system in Ridge Network,"BA-006,BA-026,BA-019",924,924,0,0,8,0,13,0,K. Strand,2,Western Archive,parallel_transport,First use of parallel transport verification.,0.64,New geodesic path documented connecting Breathing Hollow to Breathing Hollow.,Team disagreement over form classifications.,LS-0029,Funded by Senate special appropriation.
LS-0425,Survey 0425,geodesic_trace,Geodesic paths through Central Grid,"BA-027,BA-033,BA-001,BA-007",928,928,4,0,1,2,7,3,T. Vells,1,Densmok Evaluation Group,historical_reconstruction,Pioneered rapid-survey methodology.,0.76,Form stability higher than predicted in this region.,Results conflict with Year 920 survey.,,
LS-0426,Survey LS-0426,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-038,BA-028,BA-022,BA-050,BA-016,BA-044,BA-019,BA-025",923,923,13,3,5,5,10,1,Senate Survey Director,3,Independent Scholar,historical_reconstruction,,0.73,Form stability higher than predicted in this region.,,,Survey conducted during favorable conditions.
LS-0427,Binary Region Survey Year 930,ridge_survey,Ridge system in Binary Region,"BA-030,BA-001,BA-032,BA-024",930,930,0,0,29,0,29,0,Hern Tollis,6,Capital Philosophical Society,boundary_mapping,,0.98,Form stability higher than predicted in this region.,Team disagreement over form classifications.,,Limited access to Ridge system in Binary Region due to restrictions.
LS-0428,Survey LS-0428,targeted_basin,Basin BA-028 and immediate neighbors,BA-028,930,931,26,1,1,1,35,0,Independent Scholar,4,Capital Philosophical Society,parallel_transport,,0.87,Form stability higher than predicted in this region.,Team disagreement over form classifications.,,Used improved instrumentation from Year 928.
LS-0429,Survey LS-0429,anomaly_investigation,Anomaly investigation near Outer Reaches,"BA-032,BA-009,BA-025,BA-020",922,922,0,0,1,0,15,2,Independent Scholar,5,Senate Survey,boundary_mapping,New saddle point detection technique.,0.63,Confirmed 1 forms within Septenary Basin.,,,Used improved instrumentation from Year 923.
LS-0430,Survey LS-0430,targeted_basin,Basin BA-045 and immediate neighbors,BA-045,927,927,6,1,2,4,8,0,Archive Survey Team,2,Senate Survey,form_triangulation,,0.65,"Identified new basin boundary at coordinates (-0.07, -0.27).",Basin boundary disputed by independent researchers.,,Training survey for new team members.
LS-0431,Survey 0431,ridge_survey,Ridge system in Tension Territory,"BA-007,BA-050,BA-028",927,927,0,0,5,0,13,0,Boundary Commission Lead,2,Capital Philosophical Society,similarity_inference,Systematic grid approach adopted.,0.6,Ridge position differs from Year 926 survey by 0.02 units.,,,Follow-up to earlier inconclusive results.
LS-0432,Survey 0432,comprehensive,"Full morphospace grid, focus on Northern Morphospace","BA-003,BA-026,BA-016,BA-006,BA-044,BA-009",928,928,2,0,1,1,5,0,Boundary Commission Lead,1,Independent Scholar,parallel_transport,,0.61,Discovered 2 previously undocumented forms.,Survey terminated early due to funding constraints.,,Independent verification of Archive results.
LS-0433,Binary Region Survey Year 926,targeted_basin,Basin BA-035 and immediate neighbors,BA-035,926,927,8,1,4,2,7,1,Vanis Trem,1,Boundary Commission,historical_reconstruction,,0.64,Curvature measurements consistent with hyperbolic geometry.,,,Training survey for new team members.
LS-0434,Survey LS-0434,form_catalog,Form census in Central Grid,"BA-041,BA-010,BA-002,BA-038",930,930,70,3,0,0,0,1,Lorn Creeth,8,Boundary Commission,parallel_transport,Introduced confidence scoring system.,1.0,Basin depth measurement revised upward.,,,Follow-up to earlier inconclusive results.
LS-0435,Survey LS-0435,targeted_basin,Basin BA-008 and immediate neighbors,BA-008,924,924,6,1,2,0,6,1,Morren Kast,2,Densmok Evaluation Group,form_triangulation,New saddle point detection technique.,0.63,Basin depth measurement revised upward.,Methodology questioned by Western Archive.,LS-0002,Standard survey protocol followed.
LS-0436,Survey LS-0436,targeted_basin,Basin BA-030 and immediate neighbors,BA-030,926,926,4,1,4,4,3,0,Boundary Commission Lead,1,Densmok Evaluation Group,form_triangulation,,0.58,No significant findings; survey confirmed previous work.,Survey terminated early due to funding constraints.,"LS-0032,LS-0038,LS-0029",
LS-0437,Year 925 Comprehensive Survey,comprehensive,"Full morphospace grid, focus on Tension Territory","BA-042,BA-015,BA-033,BA-010,BA-049,BA-036,BA-025,BA-020,BA-050",925,925,14,3,5,8,23,1,Vanis Trem,5,Independent Scholar,boundary_mapping,,0.83,Discovered 14 previously undocumented forms.,Survey terminated early due to funding constraints.,LS-0006,Follow-up to earlier inconclusive results.
LS-0438,Survey LS-0438,ridge_survey,Ridge system in Binary Region,BA-030,921,921,0,0,3,0,6,0,Vanis Trem,1,Capital Philosophical Society,similarity_inference,New saddle point detection technique.,0.54,New geodesic path documented connecting Tension Basin to Binary Basin.,Basin boundary disputed by independent researchers.,,Standard survey protocol followed.
LS-0439,Binary Region Survey Year 924,targeted_basin,Basin BA-019 and immediate neighbors,BA-019,924,924,11,1,3,4,10,0,Independent Scholar,3,Capital Philosophical Society,form_triangulation,Introduced confidence scoring system.,0.75,Confirmed 11 forms within Five-Body Basin.,,LS-0038,
LS-0440,Survey LS-0440,anomaly_investigation,Anomaly investigation near Central Grid,"BA-028,BA-027,BA-021,BA-017",924,924,0,0,1,1,5,0,K. Strand,4,Boundary Commission,trajectory_analysis,New saddle point detection technique.,0.61,Form stability higher than predicted in this region.,Methodology questioned by Boundary Commission.,,Part of multi-year mapping initiative.
LS-0441,Survey LS-0441,comprehensive,"Full morphospace grid, focus on Tension Territory","BA-005,BA-046,BA-035,BA-039,BA-040,BA-026,BA-020",932,932,12,2,6,1,17,0,C. Vells,3,Western Archive,parallel_transport,First use of parallel transport verification.,0.8,Anomalous readings near Dens-correlated zone.,Methodology questioned by Boundary Commission.,,Survey conducted during favorable conditions.
LS-0442,Survey LS-0442,ridge_survey,Ridge system in Dens Adjacent Zone,"BA-010,BA-038",931,931,0,0,15,0,19,0,Morren Kast,4,Independent Scholar,parallel_transport,,0.88,Ridge drift measured at 0.004 units per decade.,,,Standard survey protocol followed.
LS-0443,Survey LS-0443,geodesic_trace,Geodesic paths through Outer Reaches,"BA-036,BA-034,BA-039,BA-038",928,928,3,0,3,6,9,0,Lorn Creeth,2,Independent Scholar,similarity_inference,,0.66,Basin depth measurement revised upward.,Results conflict with Year 928 survey.,,
LS-0444,Survey LS-0444,comprehensive,"Full morphospace grid, focus on Quintic Region","BA-005,BA-050,BA-044,BA-045,BA-046,BA-015,BA-019",925,925,10,5,7,7,15,0,T. Vells,5,Densmok Evaluation Group,boundary_mapping,Introduced confidence scoring system.,0.94,"Identified new basin boundary at coordinates (0.37, -0.31).",,"LS-0022,LS-0019,LS-0047",Part of multi-year mapping initiative.
LS-0445,Survey LS-0445,form_catalog,Form census in Central Grid,"BA-043,BA-020,BA-001,BA-033",922,922,6,1,0,0,0,2,Vanis Trem,1,Western Archive,similarity_inference,Combined multiple measurement methods.,0.46,Curvature measurements consistent with hyperbolic geometry.,,,Used improved instrumentation from Year 927.
LS-0446,Survey LS-0446,comprehensive,"Full morphospace grid, focus on Northern Morphospace","BA-012,BA-036,BA-041,BA-005,BA-050,BA-032,BA-037,BA-004",924,924,6,4,5,4,20,1,Esseny Moll,3,Senate Survey,trajectory_analysis,Combined multiple measurement methods.,0.91,New geodesic path documented connecting Quintic Basin to Quintic Basin.,Results conflict with Year 928 survey.,,Follow-up to earlier inconclusive results.
LS-0447,Central Grid Survey Year 919,ridge_survey,Ridge system in Dens Adjacent Zone,"BA-038,BA-042,BA-024,BA-031,BA-049",919,919,0,0,6,0,22,0,Boundary Commission Lead,3,Boundary Commission,similarity_inference,Systematic grid approach adopted.,0.67,Curvature measurements consistent with hyperbolic geometry.,Team disagreement over form classifications.,LS-0031,Training survey for new team members.
LS-0448,Survey LS-0448,targeted_basin,Breathing Hollow and immediate neighbors,BA-015,932,932,4,1,1,5,2,1,Independent Scholar,1,Densmok Evaluation Group,boundary_mapping,First use of parallel transport verification.,0.59,Anomalous readings near Dens-correlated zone.,Methodology questioned by Independent Scholar.,,Standard survey protocol followed.
LS-0449,Survey 0449,targeted_basin,Basin BA-037 and immediate neighbors,BA-037,918,918,14,1,4,3,7,0,Senate Survey Director,3,Boundary Commission,parallel_transport,First use of parallel transport verification.,0.75,Discovered 14 previously undocumented forms.,Team disagreement over form classifications.,,
LS-0450,Survey LS-0450,ridge_survey,Ridge system in Dens Adjacent Zone,"BA-009,BA-049",931,931,0,0,19,0,32,0,C. Vells,4,Western Archive,historical_reconstruction,First use of parallel transport verification.,0.87,"Identified new basin boundary at coordinates (-0.33, 0.45).",Curvature measurements inconsistent with theoretical predictions.,,
LS-0451,Year 928 Form Catalog Survey,form_catalog,Form census in Western Boundary,"BA-033,BA-017",928,928,26,2,0,0,0,0,T. Vells,3,Independent Scholar,form_triangulation,,0.72,Curvature measurements consistent with hyperbolic geometry.,Methodology questioned by Western Archive.,,Funded by Senate special appropriation.
LS-0452,Survey LS-0452,comprehensive,"Full morphospace grid, focus on Outer Reaches","BA-047,BA-027,BA-010,BA-001,BA-005,BA-008,BA-004,BA-014,BA-018,BA-032,BA-012,BA-049",922,922,19,4,10,4,20,1,Esseny Moll,4,Senate Survey,parallel_transport,Systematic grid approach adopted.,0.87,Form stability higher than predicted in this region.,Team disagreement over form classifications.,,Training survey for new team members.
LS-0453,Survey 0453,targeted_basin,Basin BA-046 and immediate neighbors,BA-046,924,924,7,1,2,0,2,1,Archive Survey Team,1,Densmok Evaluation Group,historical_reconstruction,First use of parallel transport verification.,0.59,Discovered 7 previously undocumented forms.,,"LS-0026,LS-0018,LS-0020",Follow-up to earlier inconclusive results.
LS-0454,Survey LS-0454,form_catalog,Form census in Dens Adjacent Zone,"BA-049,BA-015,BA-036",923,923,15,5,0,0,0,0,Esseny Moll,3,Senate Survey,trajectory_analysis,,0.63,No significant findings; survey confirmed previous work.,Survey terminated early due to funding constraints.,,
LS-0455,Survey LS-0455,curvature_grid,Curvature grid covering Binary Region,"BA-012,BA-036,BA-039,BA-026",921,921,0,0,0,0,45,0,C. Vells,4,Independent Scholar,parallel_transport,,0.65,"Identified new basin boundary at coordinates (-0.05, 0.39).",Methodology questioned by Independent Scholar.,,Used improved instrumentation from Year 923.
LS-0456,Survey LS-0456,curvature_grid,Curvature grid covering Binary Region,"BA-037,BA-002,BA-014",923,923,0,0,0,0,50,0,Esseny Moll,4,Densmok Evaluation Group,parallel_transport,Pioneered rapid-survey methodology.,0.65,New geodesic path documented connecting Binary Basin to Triad Basin.,Survey terminated early due to funding constraints.,,Used improved instrumentation from Year 928.
LS-0457,Survey LS-0457,ridge_survey,Ridge system in Central Grid,"BA-035,BA-004,BA-044,BA-030,BA-018",923,923,0,0,17,0,22,0,K. Strand,4,Boundary Commission,historical_reconstruction,First use of parallel transport verification.,0.78,No significant findings; survey confirmed previous work.,Team disagreement over form classifications.,,
LS-0458,Survey LS-0458,form_catalog,Form census in Outer Reaches,"BA-035,BA-040,BA-044,BA-048,BA-043",921,921,16,5,0,0,0,0,Esseny Moll,2,Densmok Evaluation Group,similarity_inference,,0.68,Saddle point SP-085 position confirmed.,Results conflict with Year 930 survey.,,Limited access to Form census in Outer Reaches due to restrictions.
LS-0459,Survey LS-0459,geodesic_trace,Geodesic paths through Ridge Network,"BA-043,BA-011,BA-023,BA-041",928,930,3,0,0,40,9,0,T. Vells,5,Densmok Evaluation Group,parallel_transport,Introduced confidence scoring system.,0.98,Anomalous readings near Dens-correlated zone.,Team disagreement over form classifications.,,Limited access to Geodesic paths through Ridge Network due to restrictions.
LS-0460,Year 932 Comprehensive Survey,comprehensive,"Full morphospace grid, focus on Binary Region","BA-016,BA-006,BA-013,BA-044,BA-014,BA-036,BA-023,BA-047,BA-011,BA-038,BA-004,BA-012,BA-037",932,932,24,6,14,3,32,1,Independent Scholar,5,Independent Scholar,trajectory_analysis,Systematic grid approach adopted.,0.75,Basin depth measurement revised upward.,Methodology questioned by Densmok Evaluation Group.,,Standard survey protocol followed.
LS-0461,Survey 0461,curvature_grid,Curvature grid covering Tension Territory,"BA-010,BA-022,BA-021,BA-023",928,928,0,0,0,0,87,0,Archive Survey Team,5,Capital Philosophical Society,trajectory_analysis,Pioneered rapid-survey methodology.,0.95,"Identified new basin boundary at coordinates (0.41, -0.26).",,,Survey conducted during favorable conditions.
LS-0462,Survey LS-0462,ridge_survey,Ridge system in Dens Adjacent Zone,"BA-048,BA-010,BA-040",918,918,0,0,13,0,25,0,Boundary Commission Lead,4,Senate Survey,parallel_transport,,0.82,Ridge drift measured at 0.003 units per decade.,Curvature measurements inconsistent with theoretical predictions.,"LS-0039,LS-0001",Standard survey protocol followed.
LS-0463,Survey LS-0463,anomaly_investigation,Anomaly investigation near Shallow Basin Region,BA-044,929,929,0,0,0,2,9,1,Boundary Commission Lead,5,Senate Survey,parallel_transport,Systematic grid approach adopted.,0.61,Basin depth measurement revised upward.,Curvature measurements inconsistent with theoretical predictions.,,Funded by Senate special appropriation.
LS-0464,Quintic Region Survey Year 920,curvature_grid,Curvature grid covering Northern Morphospace,"BA-009,BA-011,BA-027,BA-001,BA-025",920,920,0,0,0,0,38,0,Senate Survey Director,2,Independent Scholar,form_triangulation,First use of parallel transport verification.,0.62,New geodesic path documented connecting Septenary Basin to Septenary Basin.,,,Standard survey protocol followed.
LS-0465,Survey LS-0465,anomaly_investigation,Anomaly investigation near Northern Morphospace,"BA-014,BA-019,BA-025",932,932,0,0,2,2,6,0,Vanis Trem,2,Densmok Evaluation Group,form_triangulation,Systematic grid approach adopted.,0.58,Anomalous readings near Dens-correlated zone.,Basin boundary disputed by independent researchers.,LS-0048,Independent verification of Archive results.
LS-0466,Year 926 Geodesic Survey,geodesic_trace,Geodesic paths through Quintic Region,"BA-023,BA-039,BA-035",926,926,4,0,3,3,5,1,Morren Kast,1,Densmok Evaluation Group,historical_reconstruction,First use of parallel transport verification.,0.6,Saddle point SP-079 position confirmed.,Results conflict with Year 919 survey.,,Part of multi-year mapping initiative.
LS-0467,Survey LS-0467,targeted_basin,Breathing Hollow and immediate neighbors,BA-015,925,925,11,1,3,3,8,0,Hern Tollis,3,Capital Philosophical Society,similarity_inference,Pioneered rapid-survey methodology.,0.63,New geodesic path documented connecting Tension Basin to Quintic Basin.,Basin boundary disputed by independent researchers.,,Training survey for new team members.
LS-0468,Year 923 Targeted Basin Survey,targeted_basin,Basin BA-011 and immediate neighbors,BA-011,923,923,3,1,4,5,4,3,T. Vells,1,Boundary Commission,form_triangulation,First use of parallel transport verification.,0.7,Curvature measurements consistent with hyperbolic geometry.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0469,Survey LS-0469,geodesic_trace,Geodesic paths through Central Grid,"BA-021,BA-025,BA-029,BA-019",918,918,0,0,1,7,9,0,C. Vells,2,Capital Philosophical Society,historical_reconstruction,,0.56,Discovered 1 previously undocumented forms.,,,Part of multi-year mapping initiative.
LS-0470,Ridge Network Survey Year 931,targeted_basin,Basin BA-008 and immediate neighbors,BA-008,931,931,3,1,4,1,2,0,Esseny Moll,1,Senate Survey,parallel_transport,,0.71,No significant findings; survey confirmed previous work.,Team disagreement over form classifications.,,Used improved instrumentation from Year 922.
LS-0471,Survey LS-0471,geodesic_trace,Geodesic paths through Binary Region,BA-012,928,928,1,0,2,7,0,0,Vanis Trem,2,Densmok Evaluation Group,trajectory_analysis,Combined multiple measurement methods.,0.7,New geodesic path documented connecting Septenary Basin to Triad Basin.,,"LS-0013,LS-0030",Part of multi-year mapping initiative.
LS-0472,Survey LS-0472,ridge_survey,Ridge system in Dens Adjacent Zone,"BA-013,BA-001",929,929,0,0,19,0,33,1,Independent Scholar,5,Senate Survey,boundary_mapping,,0.9,No significant findings; survey confirmed previous work.,,,Training survey for new team members.
LS-0473,Survey LS-0473,curvature_grid,Curvature grid covering Tension Territory,"BA-039,BA-027,BA-024,BA-047,BA-008",922,922,0,0,0,0,22,2,Morren Kast,2,Independent Scholar,similarity_inference,Pioneered rapid-survey methodology.,0.79,Saddle point SP-001 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0474,Survey LS-0474,geodesic_trace,Geodesic paths through Dens Adjacent Zone,BA-028,924,924,0,0,3,28,1,1,Hern Tollis,6,Independent Scholar,boundary_mapping,Combined multiple measurement methods.,0.96,Confirmed 3 forms within Breathing Hollow.,Basin boundary disputed by independent researchers.,,Training survey for new team members.
LS-0475,Survey LS-0475,anomaly_investigation,Anomaly investigation near Shallow Basin Region,"BA-018,BA-044,BA-032",927,927,3,1,2,1,7,0,Hern Tollis,2,Capital Philosophical Society,trajectory_analysis,First use of parallel transport verification.,0.59,"Identified new basin boundary at coordinates (0.48, 0.1).",,"LS-0045,LS-0048",Used improved instrumentation from Year 921.
LS-0476,Survey LS-0476,targeted_basin,Basin BA-011 and immediate neighbors,BA-011,928,928,19,1,1,3,11,0,Hern Tollis,3,Capital Philosophical Society,form_triangulation,Combined multiple measurement methods.,0.64,Basin depth measurement revised upward.,Results conflict with Year 921 survey.,,Independent verification of Archive results.
LS-0477,Survey LS-0477,curvature_grid,Curvature grid covering Tension Territory,"BA-015,BA-050,BA-022,BA-039,BA-041",932,932,0,0,0,0,57,0,Esseny Moll,5,Western Archive,similarity_inference,,0.81,Form stability higher than predicted in this region.,,,Independent verification of Archive results.
LS-0478,Survey LS-0478,curvature_grid,Curvature grid covering Binary Region,"BA-026,BA-020,BA-025",922,922,0,0,0,0,62,1,Boundary Commission Lead,6,Capital Philosophical Society,trajectory_analysis,Pioneered rapid-survey methodology.,0.82,Discovered 1 previously undocumented forms.,,,Standard survey protocol followed.
LS-0479,Survey LS-0479,geodesic_trace,Geodesic paths through Shallow Basin Region,"BA-022,BA-023,BA-020",923,924,5,0,3,10,0,1,Hern Tollis,1,Western Archive,parallel_transport,,0.64,Ridge drift measured at 0.004 units per decade.,Survey terminated early due to funding constraints.,"LS-0045,LS-0001",Survey conducted during favorable conditions.
LS-0480,Year 931 Geodesic Survey,geodesic_trace,Geodesic paths through Ridge Network,BA-046,931,931,0,0,3,18,0,0,T. Vells,5,Senate Survey,form_triangulation,,0.7,Ridge drift measured at 0.002 units per decade.,,,Used improved instrumentation from Year 928.
LS-0481,Survey LS-0481,geodesic_trace,Geodesic paths through Shallow Basin Region,"BA-024,BA-040,BA-030,BA-017",931,931,1,0,1,9,6,0,Senate Survey Director,2,Independent Scholar,similarity_inference,First use of parallel transport verification.,0.55,Saddle point SP-012 position confirmed.,Results conflict with Year 924 survey.,"LS-0040,LS-0030",Used improved instrumentation from Year 920.
LS-0482,Survey LS-0482,geodesic_trace,Geodesic paths through Tension Territory,"BA-022,BA-002,BA-020,BA-029",918,918,0,0,2,3,10,1,Senate Survey Director,1,Western Archive,parallel_transport,Pioneered rapid-survey methodology.,0.54,"Identified new basin boundary at coordinates (0.43, -0.09).",Survey terminated early due to funding constraints.,"LS-0018,LS-0031",Part of multi-year mapping initiative.
LS-0483,Survey LS-0483,targeted_basin,Basin BA-014 and immediate neighbors,BA-014,920,920,21,1,4,2,23,1,Morren Kast,5,Densmok Evaluation Group,historical_reconstruction,Combined multiple measurement methods.,0.86,Saddle point SP-007 position confirmed.,,,Independent verification of Archive results.
LS-0484,Survey LS-0484,curvature_grid,Curvature grid covering Deep Attractor Zone,BA-024,922,922,0,0,0,0,17,0,T. Vells,1,Senate Survey,historical_reconstruction,Developed improved triangulation method.,0.49,Ridge drift measured at 0.001 units per decade.,Survey terminated early due to funding constraints.,"LS-0030,LS-0040",
LS-0485,Survey LS-0485,targeted_basin,Triad Basin and immediate neighbors,BA-004,919,919,20,1,3,5,10,3,Esseny Moll,4,Western Archive,boundary_mapping,New saddle point detection technique.,0.86,Anomalous readings near Dens-correlated zone.,Curvature measurements inconsistent with theoretical predictions.,,Limited access to Triad Basin and immediate neighbors due to restrictions.
LS-0486,Survey LS-0486,geodesic_trace,Geodesic paths through Tension Territory,BA-047,921,921,4,0,1,11,0,0,C. Vells,2,Senate Survey,historical_reconstruction,,0.68,New geodesic path documented connecting Tension Basin to Quintic Basin.,Results conflict with Year 927 survey.,LS-0036,Used improved instrumentation from Year 921.
LS-0487,Survey LS-0487,form_catalog,Form census in Western Boundary,"BA-023,BA-042,BA-035",931,931,13,2,0,0,0,0,Morren Kast,1,Boundary Commission,form_triangulation,New saddle point detection technique.,0.66,Anomalous readings near Dens-correlated zone.,Basin boundary disputed by independent researchers.,,Standard survey protocol followed.
LS-0488,Survey LS-0488,geodesic_trace,Geodesic paths through Dens Adjacent Zone,"BA-002,BA-048,BA-044,BA-045,BA-029",923,923,1,0,2,12,8,0,K. Strand,3,Independent Scholar,historical_reconstruction,First use of parallel transport verification.,0.79,Form stability higher than predicted in this region.,Team disagreement over form classifications.,,Limited access to Geodesic paths through Dens Adjacent Zone due to restrictions.
LS-0489,Survey LS-0489,comprehensive,"Full morphospace grid, focus on Binary Region","BA-045,BA-029,BA-006,BA-043,BA-021,BA-005",928,928,9,2,2,3,13,0,K. Strand,2,Capital Philosophical Society,parallel_transport,,0.79,Ridge drift measured at 0.004 units per decade.,Team disagreement over form classifications.,,Survey conducted during favorable conditions.
LS-0490,Survey LS-0490,comprehensive,"Full morphospace grid, focus on Shallow Basin Region","BA-030,BA-009,BA-033,BA-049,BA-015,BA-018,BA-041,BA-036,BA-048,BA-020",926,926,11,2,5,3,17,0,K. Strand,3,Senate Survey,similarity_inference,Combined multiple measurement methods.,0.74,Curvature measurements consistent with hyperbolic geometry.,Team disagreement over form classifications.,,Follow-up to earlier inconclusive results.
LS-0491,Survey LS-0491,ridge_survey,Ridge system in Deep Attractor Zone,"BA-011,BA-016,BA-018,BA-003",921,921,0,0,6,0,15,0,Morren Kast,2,Western Archive,similarity_inference,First use of parallel transport verification.,0.67,Basin depth measurement revised upward.,,"LS-0032,LS-0037,LS-0017",Independent verification of Archive results.
LS-0492,Survey 0492,targeted_basin,Basin BA-032 and immediate neighbors,BA-032,927,927,32,1,1,4,26,0,Lorn Creeth,6,Capital Philosophical Society,historical_reconstruction,Developed improved triangulation method.,0.93,Basin depth measurement revised upward.,,LS-0013,Training survey for new team members.
LS-0493,Survey LS-0493,form_catalog,Form census in Ridge Network,"BA-033,BA-013",927,927,55,2,0,0,0,0,Hern Tollis,5,Capital Philosophical Society,boundary_mapping,First use of parallel transport verification.,0.75,Basin depth measurement revised upward.,Team disagreement over form classifications.,,Training survey for new team members.
LS-0494,Survey LS-0494,targeted_basin,Basin BA-049 and immediate neighbors,BA-049,921,921,18,1,2,4,19,0,Independent Scholar,4,Senate Survey,similarity_inference,New saddle point detection technique.,0.68,Basin depth measurement revised upward.,Survey terminated early due to funding constraints.,,Survey conducted during favorable conditions.
LS-0495,Survey LS-0495,targeted_basin,Basin BA-042 and immediate neighbors,BA-042,929,929,16,1,1,3,10,0,Independent Scholar,4,Western Archive,parallel_transport,,0.72,Saddle point SP-060 position confirmed.,Curvature measurements inconsistent with theoretical predictions.,,Follow-up to earlier inconclusive results.
LS-0496,Binary Region Survey Year 927,anomaly_investigation,Anomaly investigation near Shallow Basin Region,"BA-014,BA-021,BA-045,BA-049,BA-004",927,927,0,0,0,1,9,0,C. Vells,2,Boundary Commission,parallel_transport,,0.58,New geodesic path documented connecting Quintic Basin to Quintic Basin.,,,Training survey for new team members.
LS-0497,Survey LS-0497,targeted_basin,Basin BA-007 and immediate neighbors,BA-007,930,930,4,1,2,1,4,0,T. Vells,1,Independent Scholar,parallel_transport,Combined multiple measurement methods.,0.59,Saddle point SP-020 position confirmed.,,,Independent verification of Archive results.
LS-0498,Survey LS-0498,comprehensive,"Full morphospace grid, focus on Tension Territory","BA-050,BA-041,BA-015,BA-014,BA-013,BA-038,BA-048,BA-045,BA-002,BA-025,BA-037,BA-036,BA-019",927,927,9,2,5,1,13,0,Hern Tollis,2,Boundary Commission,historical_reconstruction,,0.7,Confirmed 9 forms within Quintic Basin.,,,Survey conducted during favorable conditions.
LS-0499,Survey LS-0499,targeted_basin,Binary Basin and immediate neighbors,BA-002,918,918,15,1,2,1,7,0,Archive Survey Team,2,Independent Scholar,trajectory_analysis,,0.68,New geodesic path documented connecting Binary Basin to Five-Body Basin.,Curvature measurements inconsistent with theoretical predictions.,,Standard survey protocol followed.
LS-0500,Binary Region Survey Year 932,targeted_basin,Basin BA-043 and immediate neighbors,BA-043,932,932,72,1,1,0,34,0,Esseny Moll,6,Independent Scholar,form_triangulation,Pioneered rapid-survey methodology.,0.9,Anomalous readings near Dens-correlated zone.,Results conflict with Year 923 survey.,,Independent verification of Archive results.
